id,b_1,b_2,m,v_1,v_2,t
     0.000,     3.875,     3.942,    10.000,     0.000,     0.000,     0.000
     1.000,     4.757,     0.042,    10.000,     0.000,     0.000,     0.000
     2.000,     2.042,     7.507,    10.000,     0.000,     0.000,     0.000
     0.000,     3.875,     3.942,    10.000,    -0.000,    -0.000,     0.100
     1.000,     4.757,     0.042,    10.000,    -0.000,     0.000,     0.100
     2.000,     2.042,     7.507,    10.000,     0.000,    -0.000,     0.100
     0.000,     3.875,     3.942,    10.000,    -0.000,    -0.000,     0.200
     1.000,     4.757,     0.042,    10.000,    -0.000,     0.001,     0.200
     2.000,     2.042,     7.507,    10.000,     0.000,    -0.001,     0.200
     0.000,     3.875,     3.942,    10.000,    -0.000,    -0.000,     0.300
     1.000,     4.757,     0.042,    10.000,    -0.000,     0.001,     0.300
     2.000,     2.042,     7.507,    10.000,     0.000,    -0.001,     0.300
     0.000,     3.875,     3.942,    10.000,    -0.000,    -0.000,     0.400
     1.000,     4.757,     0.042,    10.000,    -0.000,     0.001,     0.400
     2.000,     2.042,     7.507,    10.000,     0.001,    -0.001,     0.400
     0.000,     3.875,     3.942,    10.000,    -0.000,    -0.000,     0.500
     1.000,     4.756,     0.042,    10.000,    -0.000,     0.002,     0.500
     2.000,     2.042,     7.507,    10.000,     0.001,    -0.002,     0.500
     0.000,     3.875,     3.942,    10.000,    -0.001,    -0.000,     0.600
     1.000,     4.756,     0.042,    10.000,    -0.000,     0.002,     0.600
     2.000,     2.042,     7.507,    10.000,     0.001,    -0.002,     0.600
     0.000,     3.875,     3.942,    10.000,    -0.001,    -0.000,     0.700
     1.000,     4.756,     0.043,    10.000,    -0.001,     0.003,     0.700
     2.000,     2.042,     7.506,    10.000,     0.001,    -0.002,     0.700
     0.000,     3.875,     3.942,    10.000,    -0.001,    -0.000,     0.800
     1.000,     4.756,     0.043,    10.000,    -0.001,     0.003,     0.800
     2.000,     2.042,     7.506,    10.000,     0.001,    -0.003,     0.800
     0.000,     3.875,     3.942,    10.000,    -0.001,    -0.000,     0.900
     1.000,     4.756,     0.043,    10.000,    -0.001,     0.003,     0.900
     2.000,     2.043,     7.506,    10.000,     0.001,    -0.003,     0.900
     0.000,     3.875,     3.942,    10.000,    -0.001,    -0.000,     1.000
     1.000,     4.756,     0.044,    10.000,    -0.001,     0.004,     1.000
     2.000,     2.043,     7.505,    10.000,     0.002,    -0.003,     1.000
     0.000,     3.874,     3.942,    10.000,    -0.001,    -0.000,     1.100
     1.000,     4.756,     0.044,    10.000,    -0.001,     0.004,     1.100
     2.000,     2.043,     7.505,    10.000,     0.002,    -0.004,     1.100
     0.000,     3.874,     3.942,    10.000,    -0.001,    -0.000,     1.200
