id,b_1,b_2,m,v_1,v_2,t
     0.000,     6.593,     3.345,    10.000,     0.000,     0.000,     0.000
     1.000,     8.018,     8.104,    10.000,     0.000,     0.000,     0.000
     2.000,     5.538,     5.389,    10.000,     0.000,     0.000,     0.000
     0.000,     6.592,     3.347,    10.000,    -0.008,     0.016,     0.100
     1.000,     8.018,     8.104,    10.000,    -0.000,    -0.001,     0.100
     2.000,     5.539,     5.388,    10.000,     0.008,    -0.015,     0.100
     0.000,     6.590,     3.350,    10.000,    -0.016,     0.031,     0.200
     1.000,     8.018,     8.104,    10.000,    -0.001,    -0.001,     0.200
     2.000,     5.541,     5.385,    10.000,     0.017,    -0.030,     0.200
     0.000,     6.588,     3.354,    10.000,    -0.024,     0.047,     0.300
     1.000,     8.018,     8.104,    10.000,    -0.001,    -0.002,     0.300
     2.000,     5.543,     5.380,    10.000,     0.026,    -0.046,     0.300
     0.000,     6.585,     3.361,    10.000,    -0.033,     0.064,     0.400
     1.000,     8.018,     8.104,    10.000,    -0.002,    -0.002,     0.400
     2.000,     5.547,     5.374,    10.000,     0.034,    -0.061,     0.400
     0.000,     6.580,     3.369,    10.000,    -0.041,     0.081,     0.500
     1.000,     8.018,     8.103,    10.000,    -0.002,    -0.003,     0.500
     2.000,     5.551,     5.366,    10.000,     0.044,    -0.078,     0.500
     0.000,     6.575,     3.379,    10.000,    -0.051,     0.099,     0.600
     1.000,     8.017,     8.103,    10.000,    -0.003,    -0.003,     0.600
     2.000,     5.556,     5.357,    10.000,     0.054,    -0.096,     0.600
     0.000,     6.569,     3.391,    10.000,    -0.061,     0.119,     0.700
     1.000,     8.017,     8.103,    10.000,    -0.003,    -0.004,     0.700
     2.000,     5.563,     5.345,    10.000,     0.064,    -0.115,     0.700
     0.000,     6.562,     3.405,    10.000,    -0.072,     0.140,     0.800
     1.000,     8.017,     8.102,    10.000,    -0.004,    -0.004,     0.800
     2.000,     5.570,     5.332,    10.000,     0.075,    -0.135,     0.800
     0.000,     6.554,     3.421,    10.000,    -0.084,     0.163,     0.900
     1.000,     8.016,     8.102,    10.000,    -0.004,    -0.005,     0.900
     2.000,     5.579,     5.316,    10.000,     0.088,    -0.158,     0.900
     0.000,     6.544,     3.440,    10.000,    -0.097,     0.190,     1.000
     1.000,     8.016,     8.101,    10.000,    -0.005,    -0.006,     1.000
     2.000,     5.589,     5.297,    10.000,     0.102,    -0.184,     1.000
     0.000,     6.533,     3.462,    10.000,    -0.112,     0.220,     1.100
     1.000,     8.015,     8.101,    10.000,    -0.005,    -0.006,     1.100
