id,b_1,b_2,m,v_1,v_2,t
     0.000,   401.628,   186.209,    10.000,     0.349,     0.227,     0.010
     1.000,   372.387,   340.321,    10.000,     0.447,     0.003,     0.010
     2.000,   385.918,   303.558,    10.000,     0.398,     0.451,     0.010
     3.000,   470.485,    97.945,    10.000,     0.416,     0.770,     0.010
     4.000,    71.862,   362.798,    10.000,     0.820,     0.542,     0.010
     5.000,   212.573,   550.885,    10.000,     0.561,     0.058,     0.010
     6.000,   595.073,   486.431,    10.000,     0.118,     0.457,     0.010
     7.000,   385.460,   242.488,    10.000,     0.529,     0.343,     0.010
     8.000,    41.763,   439.243,    10.000,     0.666,     0.993,     0.010
     9.000,   172.926,   390.632,    10.000,     0.273,     0.487,     0.010
    10.000,   615.081,   647.484,    10.000,     0.360,     0.314,     0.010
    11.000,   298.527,   212.390,    10.000,     0.633,     0.042,     0.010
    12.000,   204.501,    63.601,    10.000,     0.050,     0.037,     0.010
    13.000,   429.456,   521.645,    10.000,     0.903,     0.607,     0.010
    14.000,   507.945,   621.206,    10.000,     0.920,     0.716,     0.010
    15.000,   418.610,   781.784,    10.000,     0.856,     0.727,     0.010
    16.000,   294.363,   697.262,    10.000,     0.201,     0.541,     0.010
    17.000,   235.267,   726.213,    10.000,     0.830,     0.200,     0.010
    18.000,   661.631,   151.894,    10.000,     0.768,     0.500,     0.010
    19.000,   578.766,   597.321,    10.000,     0.062,     0.615,     0.010
     0.000,   401.631,   186.211,    10.000,     0.349,     0.227,     0.020
     1.000,   372.391,   340.321,    10.000,     0.447,     0.003,     0.020
     2.000,   385.922,   303.563,    10.000,     0.398,     0.451,     0.020
     3.000,   470.489,    97.952,    10.000,     0.415,     0.770,     0.020
     4.000,    71.870,   362.804,    10.000,     0.820,     0.542,     0.020
     5.000,   212.579,   550.886,    10.000,     0.561,     0.058,     0.020
     6.000,   595.074,   486.435,    10.000,     0.118,     0.457,     0.020
     7.000,   385.466,   242.492,    10.000,     0.528,     0.343,     0.020
     8.000,    41.769,   439.253,    10.000,     0.666,     0.993,     0.020
     9.000,   172.929,   390.636,    10.000,     0.273,     0.486,     0.020
    10.000,   615.084,   647.487,    10.000,     0.360,     0.314,     0.020
    11.000,   298.533,   212.390,    10.000,     0.633,     0.042,     0.020
    12.000,   204.501,    63.602,    10.000,     0.049,     0.037,     0.020
    13.000,   429.465,   521.651,    10.000,     0.903,     0.607,     0.020
    14.000,   507.954,   621.214,    10.000,     0.919,     0.715,     0.020
    15.000,   418.619,   781.791,    10.000,     0.855,     0.727,     0.020
    16.000,   294.365,   697.267,    10.000,     0.201,     0.540,     0.020
    17.000,   235.275,   726.215,    10.000,     0.830,     0.200,     0.020
    18.000,   661.639,   151.899,    10.000,     0.768,     0.500,     0.020
    19.000,   578.767,   597.327,    10.000,     0.062,     0.614,     0.020
     0.000,   401.635,   186.214,    10.000,     0.348,     0.226,     0.030
     1.000,   372.396,   340.321,    10.000,     0.446,     0.003,     0.030
     2.000,   385.926,   303.567,    10.000,     0.398,     0.451,     0.030
     3.000,   470.494,    97.960,    10.000,     0.415,     0.770,     0.030
     4.000,    71.878,   362.809,    10.000,     0.820,     0.542,     0.030
     5.000,   212.585,   550.886,    10.000,     0.561,     0.057,     0.030
     6.000,   595.075,   486.440,    10.000,     0.117,     0.456,     0.030
     7.000,   385.471,   242.495,    10.000,     0.528,     0.343,     0.030
     8.000,    41.776,   439.263,    10.000,     0.666,     0.992,     0.030
     9.000,   172.932,   390.641,    10.000,     0.273,     0.486,     0.030
    10.000,   615.088,   647.490,    10.000,     0.359,     0.313,     0.030
    11.000,   298.539,   212.391,    10.000,     0.633,     0.042,     0.030
    12.000,   204.502,    63.602,    10.000,     0.049,     0.036,     0.030
    13.000,   429.474,   521.657,    10.000,     0.902,     0.606,     0.030
