id,b_1,b_2,m,v_1,v_2,t
     0.000,     4.981,     4.962,    10.000,     0.000,     0.000,     0.000
     1.000,     6.203,     7.525,    10.000,     0.000,     0.000,     0.000
     2.000,     5.003,     2.628,    10.000,     0.000,     0.000,     0.000
     0.000,     4.981,     4.962,    10.000,     0.000,    -0.001,     0.010
     1.000,     6.203,     7.525,    10.000,    -0.000,    -0.000,     0.010
     2.000,     5.003,     2.628,    10.000,    -0.000,     0.002,     0.010
     0.000,     4.981,     4.962,    10.000,     0.000,    -0.002,     0.020
     1.000,     6.203,     7.525,    10.000,    -0.000,    -0.001,     0.020
     2.000,     5.003,     2.628,    10.000,    -0.000,     0.003,     0.020
     0.000,     4.981,     4.962,    10.000,     0.001,    -0.004,     0.030
     1.000,     6.203,     7.525,    10.000,    -0.001,    -0.001,     0.030
     2.000,     5.003,     2.628,    10.000,    -0.000,     0.005,     0.030
     0.000,     4.982,     4.962,    10.000,     0.001,    -0.005,     0.040
     1.000,     6.203,     7.525,    10.000,    -0.001,    -0.001,     0.040
     2.000,     5.003,     2.628,    10.000,    -0.000,     0.006,     0.040
     0.000,     4.982,     4.962,    10.000,     0.001,    -0.006,     0.050
     1.000,     6.203,     7.525,    10.000,    -0.001,    -0.002,     0.050
     2.000,     5.003,     2.628,    10.000,    -0.000,     0.008,     0.050
     0.000,     4.982,     4.962,    10.000,     0.001,    -0.007,     0.060
     1.000,     6.203,     7.525,    10.000,    -0.001,    -0.002,     0.060
     2.000,     5.003,     2.628,    10.000,    -0.000,     0.009,     0.060
     0.000,     4.982,     4.962,    10.000,     0.001,    -0.008,     0.070
     1.000,     6.203,     7.525,    10.000,    -0.001,    -0.003,     0.070
     2.000,     5.003,     2.628,    10.000,    -0.000,     0.011,     0.070
     0.000,     4.982,     4.962,    10.000,     0.001,    -0.010,     0.080
     1.000,     6.203,     7.525,    10.000,    -0.001,    -0.003,     0.080
     2.000,     5.003,     2.628,    10.000,    -0.000,     0.013,     0.080
     0.000,     4.982,     4.961,    10.000,     0.002,    -0.011,     0.090
     1.000,     6.203,     7.525,    10.000,    -0.002,    -0.003,     0.090
     2.000,     5.003,     2.628,    10.000,    -0.000,     0.014,     0.090
     0.000,     4.982,     4.961,    10.000,     0.002,    -0.012,     0.100
     1.000,     6.203,     7.525,    10.000,    -0.002,    -0.004,     0.100
     2.000,     5.003,     2.628,    10.000,    -0.000,     0.016,     0.100
     0.000,     4.982,     4.961,    10.000,     0.002,    -0.013,     0.110
     1.000,     6.203,     7.525,    10.000,    -0.002,    -0.004,     0.110
     2.000,     5.003,     2.629,    10.000,    -0.000,     0.017,     0.110
     0.000,     4.982,     4.961,    10.000,     0.002,    -0.015,     0.120
     1.000,     6.203,     7.525,    10.000,    -0.002,    -0.004,     0.120
     2.000,     5.003,     2.629,    10.000,    -0.000,     0.019,     0.120
     0.000,     4.982,     4.961,    10.000,     0.002,    -0.016,     0.130
     1.000,     6.203,     7.525,    10.000,    -0.002,    -0.005,     0.130
     2.000,     5.003,     2.629,    10.000,    -0.000,     0.021,     0.130
     0.000,     4.982,     4.961,    10.000,     0.003,    -0.017,     0.140
     1.000,     6.203,     7.525,    10.000,    -0.002,    -0.005,     0.140
     2.000,     5.003,     2.629,    10.000,    -0.000,     0.022,     0.140
     0.000,     4.982,     4.961,    10.000,     0.003,    -0.018,     0.150
     1.000,     6.203,     7.525,    10.000,    -0.003,    -0.006,     0.150
     2.000,     5.003,     2.629,    10.000,    -0.000,     0.024,     0.150
     0.000,     4.982,     4.960,    10.000,     0.003,    -0.019,     0.160
     1.000,     6.203,     7.525,    10.000,    -0.003,    -0.006,     0.160
     2.000,     5.003,     2.630,    10.000,    -0.000,     0.025,     0.160
     0.000,     4.982,     4.960,    10.000,     0.003,    -0.021,     0.170
     1.000,     6.203,     7.525,    10.000,    -0.003,    -0.006,     0.170
     2.000,     5.003,     2.630,    10.000,    -0.000,     0.027,     0.170
     0.000,     4.982,     4.960,    10.000,     0.003,    -0.022,     0.180
     1.000,     6.203,     7.525,    10.000,    -0.003,    -0.007,     0.180
     2.000,     5.003,     2.630,    10.000,    -0.000,     0.028,     0.180
     0.000,     4.982,     4.960,    10.000,     0.004,    -0.023,     0.190
     1.000,     6.202,     7.525,    10.000,    -0.003,    -0.007,     0.190
     2.000,     5.003,     2.631,    10.000,    -0.000,     0.030,     0.190
     0.000,     4.982,     4.959,    10.000,     0.004,    -0.024,     0.200
     1.000,     6.202,     7.525,    10.000,    -0.003,    -0.007,     0.200
     2.000,     5.003,     2.631,    10.000,    -0.000,     0.032,     0.200
     0.000,     4.982,     4.959,    10.000,     0.004,    -0.026,     0.210
     1.000,     6.202,     7.524,    10.000,    -0.004,    -0.008,     0.210
     2.000,     5.003,     2.631,    10.000,    -0.000,     0.033,     0.210
     0.000,     4.982,     4.959,    10.000,     0.004,    -0.027,     0.220
     1.000,     6.202,     7.524,    10.000,    -0.004,    -0.008,     0.220
     2.000,     5.003,     2.632,    10.000,    -0.000,     0.035,     0.220
     0.000,     4.982,     4.959,    10.000,     0.004,    -0.028,     0.230
     1.000,     6.202,     7.524,    10.000,    -0.004,    -0.008,     0.230
     2.000,     5.003,     2.632,    10.000,    -0.000,     0.036,     0.230
     0.000,     4.982,     4.958,    10.000,     0.004,    -0.029,     0.240
     1.000,     6.202,     7.524,    10.000,    -0.004,    -0.009,     0.240
     2.000,     5.003,     2.632,    10.000,    -0.000,     0.038,     0.240
     0.000,     4.982,     4.958,    10.000,     0.005,    -0.030,     0.250
     1.000,     6.202,     7.524,    10.000,    -0.004,    -0.009,     0.250
     2.000,     5.003,     2.633,    10.000,    -0.000,     0.040,     0.250
     0.000,     4.982,     4.958,    10.000,     0.005,    -0.032,     0.260
     1.000,     6.202,     7.524,    10.000,    -0.005,    -0.010,     0.260
     2.000,     5.003,     2.633,    10.000,    -0.000,     0.041,     0.260
     0.000,     4.982,     4.957,    10.000,     0.005,    -0.033,     0.270
     1.000,     6.202,     7.524,    10.000,    -0.005,    -0.010,     0.270
     2.000,     5.003,     2.634,    10.000,    -0.000,     0.043,     0.270
     0.000,     4.982,     4.957,    10.000,     0.005,    -0.034,     0.280
     1.000,     6.202,     7.524,    10.000,    -0.005,    -0.010,     0.280
     2.000,     5.003,     2.634,    10.000,    -0.000,     0.045,     0.280
     0.000,     4.982,     4.957,    10.000,     0.005,    -0.036,     0.290
     1.000,     6.202,     7.524,    10.000,    -0.005,    -0.011,     0.290
     2.000,     5.003,     2.634,    10.000,    -0.000,     0.046,     0.290
     0.000,     4.982,     4.956,    10.000,     0.006,    -0.037,     0.300
     1.000,     6.202,     7.524,    10.000,    -0.005,    -0.011,     0.300
     2.000,     5.003,     2.635,    10.000,    -0.000,     0.048,     0.300
     0.000,     4.982,     4.956,    10.000,     0.006,    -0.038,     0.310
     1.000,     6.202,     7.523,    10.000,    -0.005,    -0.011,     0.310
     2.000,     5.003,     2.635,    10.000,    -0.000,     0.049,     0.310
     0.000,     4.982,     4.956,    10.000,     0.006,    -0.039,     0.320
     1.000,     6.202,     7.523,    10.000,    -0.006,    -0.012,     0.320
     2.000,     5.003,     2.636,    10.000,    -0.000,     0.051,     0.320
     0.000,     4.983,     4.955,    10.000,     0.006,    -0.041,     0.330
     1.000,     6.202,     7.523,    10.000,    -0.006,    -0.012,     0.330
     2.000,     5.003,     2.636,    10.000,    -0.000,     0.053,     0.330
     0.000,     4.983,     4.955,    10.000,     0.006,    -0.042,     0.340
     1.000,     6.202,     7.523,    10.000,    -0.006,    -0.013,     0.340
     2.000,     5.003,     2.637,    10.000,    -0.000,     0.054,     0.340
     0.000,     4.983,     4.954,    10.000,     0.007,    -0.043,     0.350
     1.000,     6.202,     7.523,    10.000,    -0.006,    -0.013,     0.350
     2.000,     5.003,     2.638,    10.000,    -0.000,     0.056,     0.350
     0.000,     4.983,     4.954,    10.000,     0.007,    -0.044,     0.360
     1.000,     6.202,     7.523,    10.000,    -0.006,    -0.013,     0.360
     2.000,     5.003,     2.638,    10.000,    -0.000,     0.058,     0.360
     0.000,     4.983,     4.953,    10.000,     0.007,    -0.046,     0.370
     1.000,     6.202,     7.523,    10.000,    -0.006,    -0.014,     0.370
     2.000,     5.003,     2.639,    10.000,    -0.000,     0.059,     0.370
     0.000,     4.983,     4.953,    10.000,     0.007,    -0.047,     0.380
     1.000,     6.202,     7.523,    10.000,    -0.007,    -0.014,     0.380
     2.000,     5.003,     2.639,    10.000,    -0.000,     0.061,     0.380
     0.000,     4.983,     4.952,    10.000,     0.007,    -0.048,     0.390
     1.000,     6.201,     7.522,    10.000,    -0.007,    -0.014,     0.390
     2.000,     5.003,     2.640,    10.000,    -0.000,     0.063,     0.390
     0.000,     4.983,     4.952,    10.000,     0.007,    -0.050,     0.400
     1.000,     6.201,     7.522,    10.000,    -0.007,    -0.015,     0.400
     2.000,     5.003,     2.641,    10.000,    -0.001,     0.064,     0.400
     0.000,     4.983,     4.951,    10.000,     0.008,    -0.051,     0.410
     1.000,     6.201,     7.522,    10.000,    -0.007,    -0.015,     0.410
     2.000,     5.003,     2.641,    10.000,    -0.001,     0.066,     0.410
     0.000,     4.983,     4.951,    10.000,     0.008,    -0.052,     0.420
     1.000,     6.201,     7.522,    10.000,    -0.007,    -0.015,     0.420
     2.000,     5.003,     2.642,    10.000,    -0.001,     0.068,     0.420
     0.000,     4.983,     4.950,    10.000,     0.008,    -0.054,     0.430
     1.000,     6.201,     7.522,    10.000,    -0.007,    -0.016,     0.430
     2.000,     5.003,     2.643,    10.000,    -0.001,     0.070,     0.430
     0.000,     4.983,     4.950,    10.000,     0.008,    -0.055,     0.440
     1.000,     6.201,     7.522,    10.000,    -0.008,    -0.016,     0.440
     2.000,     5.003,     2.643,    10.000,    -0.001,     0.071,     0.440
     0.000,     4.983,     4.949,    10.000,     0.008,    -0.056,     0.450
     1.000,     6.201,     7.522,    10.000,    -0.008,    -0.017,     0.450
