,id,b_1,b_2,m,v_1,v_2,t
0,0,7.510545546987956,4.527632312477082,10.0,0.0,0.0,0.0
1,1,5.172261376479563,7.743141508851318,10.0,0.0,0.0,0.0
2,2,4.504930760094426,5.16672894995773,10.0,0.0,0.0,0.0
3,3,4.9278740586520176,2.9907963216502575,10.0,0.0,0.0,0.0
4,4,7.502480100998691,9.142232769864393,10.0,0.0,0.0,0.0
5,5,3.6016921703072144,0.6452617064979052,10.0,0.0,0.0,0.0
6,6,3.5878561009702055,7.441220173399527,10.0,0.0,0.0,0.0
7,7,6.041193546290042,4.431136173518014,10.0,0.0,0.0,0.0
8,8,7.743526859445248,3.5528233617839016,10.0,0.0,0.0,0.0
9,9,5.936610281336203,9.64356437439185,10.0,0.0,0.0,0.0
10,10,8.016599515249766,8.13583722541797,10.0,0.0,0.0,0.0
11,11,2.3054412254432832,2.2984668429319237,10.0,0.0,0.0,0.0
12,12,5.974268456140782,0.1639189420015068,10.0,0.0,0.0,0.0
13,13,5.812143691992314,1.4875313730746536,10.0,0.0,0.0,0.0
14,14,2.6619440367136527,6.622617963208378,10.0,0.0,0.0,0.0
15,15,0.6133102608897802,6.582792210232073,10.0,0.0,0.0,0.0
16,16,9.16555619633723,4.1057366468711365,10.0,0.0,0.0,0.0
17,17,4.369266125963265,9.661966059164307,10.0,0.0,0.0,0.0
18,18,2.1566092854838117,4.799846046926973,10.0,0.0,0.0,0.0
19,19,7.66289342851182,6.0489826310495936,10.0,0.0,0.0,0.0
20,20,4.169765757679819,6.5358839480120565,10.0,0.0,0.0,0.0
21,21,0.42405697866397674,4.768070363503196,10.0,0.0,0.0,0.0
22,22,3.229432984446813,5.508410578856103,10.0,0.0,0.0,0.0
23,23,7.610179447886377,1.657694455229362,10.0,0.0,0.0,0.0
24,24,6.806165037734814,5.315862942799319,10.0,0.0,0.0,0.0
25,0,7.510545546987956,4.527632312477082,10.0,0.0,0.0,0.0
26,1,5.172261376479563,7.743141508851318,10.0,0.0,0.0,0.0
27,2,4.504930760094426,5.16672894995773,10.0,0.0,0.0,0.0
28,3,4.9278740586520176,2.9907963216502575,10.0,0.0,0.0,0.0
29,4,7.502480100998691,9.142232769864393,10.0,0.0,0.0,0.0
30,5,3.6016921703072144,0.6452617064979052,10.0,0.0,0.0,0.0
31,6,3.5878561009702055,7.441220173399527,10.0,0.0,0.0,0.0
32,7,6.041193546290042,4.431136173518014,10.0,0.0,0.0,0.0
33,8,7.743526859445248,3.5528233617839016,10.0,0.0,0.0,0.0
34,9,5.936610281336203,9.64356437439185,10.0,0.0,0.0,0.0
35,10,8.016599515249766,8.13583722541797,10.0,0.0,0.0,0.0
36,11,2.3054412254432832,2.2984668429319237,10.0,0.0,0.0,0.0
37,12,5.974268456140782,0.1639189420015068,10.0,0.0,0.0,0.0
38,13,5.812143691992314,1.4875313730746536,10.0,0.0,0.0,0.0
39,14,2.6619440367136527,6.622617963208378,10.0,0.0,0.0,0.0
40,15,0.6133102608897802,6.582792210232073,10.0,0.0,0.0,0.0
41,16,9.16555619633723,4.1057366468711365,10.0,0.0,0.0,0.0
42,17,4.369266125963265,9.661966059164307,10.0,0.0,0.0,0.0
43,18,2.1566092854838117,4.799846046926973,10.0,0.0,0.0,0.0
44,19,7.66289342851182,6.0489826310495936,10.0,0.0,0.0,0.0
45,20,4.169765757679819,6.5358839480120565,10.0,0.0,0.0,0.0
46,21,0.42405697866397674,4.768070363503196,10.0,0.0,0.0,0.0
47,22,3.229432984446813,5.508410578856103,10.0,0.0,0.0,0.0
48,23,7.610179447886377,1.657694455229362,10.0,0.0,0.0,0.0
49,24,6.806165037734814,5.315862942799319,10.0,0.0,0.0,0.0
50,0,7.508392359444582,4.529947404804614,10.0,-0.2153187543373529,0.23150923275315233,0.1
51,1,5.171178150134971,7.7426457398979736,10.0,-0.10832263445919024,-0.049576895334486726,0.1
52,2,4.503251600040151,5.168310051722351,10.0,-0.16791600542761292,0.15811017646208808,0.1
53,3,4.928262232696982,2.990790953613873,10.0,0.03881740449646694,-0.0005368036384524227,0.1
54,4,7.503247850176583,9.13969984826071,10.0,0.07677491778926054,-0.2532921603682044,0.1
55,5,3.6017460411409123,0.645417711429099,10.0,0.005387083369790632,0.015600493119384074,0.1
56,6,3.5881627626330523,7.4372113439334395,10.0,0.03066616628467733,-0.40088294660878665,0.1
57,7,6.043740830614887,4.43326926533585,10.0,0.25472843248444205,0.21330918178367525,0.1
58,8,7.743936509866299,3.553349278962193,10.0,0.040965042105085295,0.05259171782916425,0.1
59,9,5.936364799408699,9.643198022513475,10.0,-0.024548192750352898,-0.036635187837535416,0.1
60,10,8.0151404508927,8.138366553229979,10.0,-0.14590643570665354,0.2529327812009068,0.1
61,11,2.3055600861392715,2.2984403505092748,10.0,0.011886069598845535,-0.0026492422648778796,0.1
62,12,5.974063235303752,0.16576549354584535,10.0,-0.02052208370307053,0.18465515443385416,0.1
63,13,5.81243140691689,1.4862043179271829,10.0,0.028771492457527737,-0.13270551474706502,0.1
64,14,2.6655834404085534,6.621805401039727,10.0,0.36394036949006936,-0.08125621686506788,0.1
65,15,0.613529104008779,6.58241797865155,10.0,0.02188431189987575,-0.037423158052237,0.1
66,16,9.164191492863559,4.105576267636454,10.0,-0.13647034736706717,-0.016037923468337146,0.1
67,17,4.370061882434236,9.661722807072346,10.0,0.07957564709704301,-0.02432520919604317,0.1
68,18,2.1580492950698362,4.8012684115260384,10.0,0.14400095860244766,0.14223645990652697,0.1
69,19,7.660485983016567,6.046168544520956,10.0,-0.24074454952530822,-0.2814086528637316,0.1
70,20,4.167208671670472,6.5364428144593125,10.0,-0.25570860093479525,0.055886644725629986,0.1
71,21,0.42456857905142253,4.768399927055809,10.0,0.05116003874457839,0.03295635526123254,0.1
72,22,3.229426422585959,5.510096076265705,10.0,-0.0006561860854026086,0.16854974096013986,0.1
73,23,7.609768765866777,1.6579063487142387,10.0,-0.041068201960043446,0.021189348487679487,0.1
74,24,6.808187525011567,5.313670479964592,10.0,0.2022487276752045,-0.21924628347269204,0.1
75,0,7.504198379577582,4.534334358116854,10.0,-0.4193979866999695,0.43869533122404025,0.2
76,1,5.16900959034494,7.7416530234575225,10.0,-0.2168559790031448,-0.0992716440450841,0.2
77,2,4.499874655811119,5.1714839015011025,10.0,-0.33769442290313406,0.3173849778751242,0.2
78,3,4.929036010190202,2.9907783582726024,10.0,0.07737774932204344,-0.00125953412704836,0.2
79,4,7.504789380281163,9.134630108267933,10.0,0.1541530104579322,-0.5069739992776336,0.2
80,5,3.601853894641951,0.6457297647111214,10.0,0.010785350103853168,0.031205328202245662,0.2
81,6,3.5887124609364878,7.429229999297488,10.0,0.05496983034353726,-0.7981344635951474,0.2
82,7,6.048878695758834,4.437547018590607,10.0,0.5137865143947166,0.42777532547565184,0.2
83,8,7.744722619518275,3.5545594005382664,10.0,0.07861096519760681,0.12101215760729514,0.2
84,9,5.935868056059429,9.64246591901162,10.0,-0.04967433492702272,-0.0732103501854924,0.2
85,10,8.01221971081217,8.143430888238637,10.0,-0.2920740080529547,0.5064335008658394,0.2
86,11,2.305797858776444,2.298387128855645,10.0,0.023777263717223808,-0.005322165362984744,0.2
87,12,5.973650677266725,0.16947865244981816,10.0,-0.041255803702698296,0.37131589039728174,0.2
88,13,5.8130104729743834,1.4835293696801766,10.0,0.05790660574936997,-0.2674948247006275,0.2
89,14,2.6729194784824393,6.620173143336375,10.0,0.7336038073885641,-0.16322577033522528,0.2
90,15,0.6139654125859917,6.581668658671068,10.0,0.04363085772126958,-0.07493199804820842,0.2
91,16,9.161458169604854,4.105253612239665,10.0,-0.27333232587041806,-0.032265539678923996,0.2
92,17,4.371656372872475,9.66123653167359,10.0,0.15944904382396702,-0.048627539875736196,0.2
93,18,2.160937213701641,4.804120057476987,10.0,0.2887918631804748,0.28516459509482406,0.2
94,19,7.655670787323443,6.040514624489551,10.0,-0.48151956931250484,-0.5653920031405228,0.2
95,20,4.162106229435563,6.537485311068693,10.0,-0.5102442234908922,0.10424966093799874,0.2
96,21,0.4255904533851072,4.769059996862229,10.0,0.10218743336846886,0.0660069806419801,0.2
97,22,3.229417353302081,5.5134989342198955,10.0,-0.0009069283877612075,0.3402857954190943,0.2
98,23,7.608946630245549,1.65832927172106,10.0,-0.0822135621228192,0.042292300682130926,0.2
99,24,6.812121406937256,5.309384381720446,10.0,0.3933881925688871,-0.42860982441458473,0.2
100,0,7.498216671398848,4.540309473400749,10.0,-0.5981708178734403,0.5975115283895651,0.30000000000000004
101,1,5.165751764244043,7.74016110680481,10.0,-0.3257826100896872,-0.14919166527129107,0.30000000000000004
102,2,4.494762396163364,5.17627435090859,10.0,-0.5112259647755608,0.4790449407487174,0.30000000000000004
103,3,4.930190287999071,2.990754880249808,10.0,0.11542778088689387,-0.002347802279449039,0.30000000000000004
104,4,7.507109620189355,9.127029675529243,10.0,0.23202399081923464,-0.7600432738689192,0.30000000000000004
105,5,3.6020159559409155,0.6461979535362745,10.0,0.01620612989643844,0.046818882515310495,0.30000000000000004
