,id,b_1,b_2,m,v_1,v_2,t
0,0,9.094402226549287,9.578044925017448,10.0,0.0,0.0,0.0
1,1,10.04195422538781,10.028682239720183,10.0,0.0,0.0,0.0
2,2,9.527562574977956,16.7272598227579,10.0,0.0,0.0,0.0
3,3,4.981304687967466,9.106906861640296,10.0,0.0,0.0,0.0
4,4,11.025095104368559,10.808022830638054,10.0,0.0,0.0,0.0
5,5,7.479845639345513,8.73607766584394,10.0,0.0,0.0,0.0
6,6,15.181914918134272,8.056760367502187,10.0,0.0,0.0,0.0
7,7,10.42579100109756,4.86802639304273,10.0,0.0,0.0,0.0
8,8,4.128056005451949,10.674641008614342,10.0,0.0,0.0,0.0
9,9,9.19719605927872,8.129010459358984,10.0,0.0,0.0,0.0
10,10,8.12652664782544,17.8942119886872,10.0,0.0,0.0,0.0
11,11,7.799056932563957,10.422830920617125,10.0,0.0,0.0,0.0
12,12,7.708369247038538,15.607794002333064,10.0,0.0,0.0,0.0
13,13,3.8051389728204867,16.182426327254124,10.0,0.0,0.0,0.0
14,14,19.944653161656575,10.30826784433937,10.0,0.0,0.0,0.0
15,15,13.583980052098262,6.304592849067651,10.0,0.0,0.0,0.0
16,16,11.58276766378134,13.179901973283279,10.0,0.0,0.0,0.0
17,17,16.370329695368685,15.521579774411702,10.0,0.0,0.0,0.0
18,18,12.56014375827267,12.60180505404703,10.0,0.0,0.0,0.0
19,19,7.491816790285855,17.064192875601158,10.0,0.0,0.0,0.0
20,20,19.526098067269878,7.015012126804436,10.0,0.0,0.0,0.0
21,21,10.075935583469246,14.247172578065616,10.0,0.0,0.0,0.0
22,22,7.257530278428597,3.192615130184703,10.0,0.0,0.0,0.0
23,23,11.922729766600252,3.8263450199909927,10.0,0.0,0.0,0.0
24,24,9.849334103838851,2.4610858371118676,10.0,0.0,0.0,0.0
25,0,9.094402226549287,9.578044925017448,10.0,0.0,0.0,0.0
26,1,10.04195422538781,10.028682239720183,10.0,0.0,0.0,0.0
27,2,9.527562574977956,16.7272598227579,10.0,0.0,0.0,0.0
28,3,4.981304687967466,9.106906861640296,10.0,0.0,0.0,0.0
29,4,11.025095104368559,10.808022830638054,10.0,0.0,0.0,0.0
30,5,7.479845639345513,8.73607766584394,10.0,0.0,0.0,0.0
31,6,15.181914918134272,8.056760367502187,10.0,0.0,0.0,0.0
32,7,10.42579100109756,4.86802639304273,10.0,0.0,0.0,0.0
33,8,4.128056005451949,10.674641008614342,10.0,0.0,0.0,0.0
34,9,9.19719605927872,8.129010459358984,10.0,0.0,0.0,0.0
35,10,8.12652664782544,17.8942119886872,10.0,0.0,0.0,0.0
36,11,7.799056932563957,10.422830920617125,10.0,0.0,0.0,0.0
37,12,7.708369247038538,15.607794002333064,10.0,0.0,0.0,0.0
38,13,3.8051389728204867,16.182426327254124,10.0,0.0,0.0,0.0
39,14,19.944653161656575,10.30826784433937,10.0,0.0,0.0,0.0
40,15,13.583980052098262,6.304592849067651,10.0,0.0,0.0,0.0
41,16,11.58276766378134,13.179901973283279,10.0,0.0,0.0,0.0
42,17,16.370329695368685,15.521579774411702,10.0,0.0,0.0,0.0
43,18,12.56014375827267,12.60180505404703,10.0,0.0,0.0,0.0
44,19,7.491816790285855,17.064192875601158,10.0,0.0,0.0,0.0
45,20,19.526098067269878,7.015012126804436,10.0,0.0,0.0,0.0
46,21,10.075935583469246,14.247172578065616,10.0,0.0,0.0,0.0
47,22,7.257530278428597,3.192615130184703,10.0,0.0,0.0,0.0
48,23,11.922729766600252,3.8263450199909927,10.0,0.0,0.0,0.0
49,24,9.849334103838851,2.4610858371118676,10.0,0.0,0.0,0.0
50,0,9.094402226549287,9.578044925017448,10.0,,,0.1
51,1,10.04195422538781,10.028682239720183,10.0,,,0.1
52,2,9.527562574977956,16.7272598227579,10.0,,,0.1
53,3,4.981304687967466,9.106906861640296,10.0,,,0.1
54,4,11.025095104368559,10.808022830638054,10.0,,,0.1
55,5,7.479845639345513,8.73607766584394,10.0,,,0.1
56,6,15.181914918134272,8.056760367502187,10.0,,,0.1
57,7,10.42579100109756,4.86802639304273,10.0,,,0.1
58,8,4.128056005451949,10.674641008614342,10.0,,,0.1
59,9,9.19719605927872,8.129010459358984,10.0,,,0.1
60,10,8.12652664782544,17.8942119886872,10.0,,,0.1
61,11,7.799056932563957,10.422830920617125,10.0,,,0.1
62,12,7.708369247038538,15.607794002333064,10.0,,,0.1
63,13,3.8051389728204867,16.182426327254124,10.0,,,0.1
64,14,19.944653161656575,10.30826784433937,10.0,,,0.1
65,15,13.583980052098262,6.304592849067651,10.0,,,0.1
66,16,11.58276766378134,13.179901973283279,10.0,,,0.1
67,17,16.370329695368685,15.521579774411702,10.0,,,0.1
68,18,12.56014375827267,12.60180505404703,10.0,,,0.1
69,19,7.491816790285855,17.064192875601158,10.0,,,0.1
70,20,19.526098067269878,7.015012126804436,10.0,,,0.1
71,21,10.075935583469246,14.247172578065616,10.0,,,0.1
72,22,7.257530278428597,3.192615130184703,10.0,,,0.1
73,23,11.922729766600252,3.8263450199909927,10.0,,,0.1
74,24,9.849334103838851,2.4610858371118676,10.0,,,0.1
75,0,9.094402226549287,9.578044925017448,10.0,,,0.2
76,1,10.04195422538781,10.028682239720183,10.0,,,0.2
77,2,9.527562574977956,16.7272598227579,10.0,,,0.2
78,3,4.981304687967466,9.106906861640296,10.0,,,0.2
79,4,11.025095104368559,10.808022830638054,10.0,,,0.2
80,5,7.479845639345513,8.73607766584394,10.0,,,0.2
81,6,15.181914918134272,8.056760367502187,10.0,,,0.2
82,7,10.42579100109756,4.86802639304273,10.0,,,0.2
83,8,4.128056005451949,10.674641008614342,10.0,,,0.2
84,9,9.19719605927872,8.129010459358984,10.0,,,0.2
85,10,8.12652664782544,17.8942119886872,10.0,,,0.2
86,11,7.799056932563957,10.422830920617125,10.0,,,0.2
87,12,7.708369247038538,15.607794002333064,10.0,,,0.2
88,13,3.8051389728204867,16.182426327254124,10.0,,,0.2
89,14,19.944653161656575,10.30826784433937,10.0,,,0.2
90,15,13.583980052098262,6.304592849067651,10.0,,,0.2
91,16,11.58276766378134,13.179901973283279,10.0,,,0.2
92,17,16.370329695368685,15.521579774411702,10.0,,,0.2
93,18,12.56014375827267,12.60180505404703,10.0,,,0.2
94,19,7.491816790285855,17.064192875601158,10.0,,,0.2
95,20,19.526098067269878,7.015012126804436,10.0,,,0.2
