,id,b_1,b_2,m,v_1,v_2,t
0,0,8.058914091139751,3.201897064893396,10.0,0.0,0.0,0.0
1,1,7.162736078174422,4.639184460044933,10.0,0.0,0.0,0.0
2,2,1.1280305058661195,5.1878678532559555,10.0,0.0,0.0,0.0
3,3,5.759857139032719,5.422777603411116,10.0,0.0,0.0,0.0
4,4,8.305590109805424,2.2259186241597324,10.0,0.0,0.0,0.0
5,5,2.1323646501066,6.727080365532668,10.0,0.0,0.0,0.0
6,6,3.6879502923202665,6.60743176723113,10.0,0.0,0.0,0.0
7,7,3.5064652127146108,5.230417252524808,10.0,0.0,0.0,0.0
8,8,3.391385274590853,1.4083082475821858,10.0,0.0,0.0,0.0
9,9,4.528000701345527,7.895145390004959,10.0,0.0,0.0,0.0
10,10,6.7655764491092985,6.5640449568597905,10.0,0.0,0.0,0.0
11,11,4.327785249079842,3.978892501824755,10.0,0.0,0.0,0.0
12,12,0.8976855689847634,4.15234172350927,10.0,0.0,0.0,0.0
13,13,2.7498889954057457,8.017745087639106,10.0,0.0,0.0,0.0
14,14,4.903149985279948,4.890974110528054,10.0,0.0,0.0,0.0
15,15,5.770846088304624,2.052760633722489,10.0,0.0,0.0,0.0
16,16,7.7787422358482905,7.007529029501435,10.0,0.0,0.0,0.0
17,17,2.978043806763119,2.5466384354227958,10.0,0.0,0.0,0.0
18,18,4.0436886462198105,2.240567033250784,10.0,0.0,0.0,0.0
19,19,2.4949327917733997,3.607977531780212,10.0,0.0,0.0,0.0
20,20,6.502145562440685,1.0314642818654094,10.0,0.0,0.0,0.0
21,21,6.6402875423230325,3.434272934364326,10.0,0.0,0.0,0.0
22,22,9.170011629098195,6.179605535316378,10.0,0.0,0.0,0.0
23,23,8.844516879251783,4.943415010942826,10.0,0.0,0.0,0.0
24,24,9.441313153133365,3.885951664231908,10.0,0.0,0.0,0.0
25,0,8.058914091139751,3.201897064893396,10.0,0.0,0.0,0.0
26,1,7.162736078174422,4.639184460044933,10.0,0.0,0.0,0.0
27,2,1.1280305058661195,5.1878678532559555,10.0,0.0,0.0,0.0
28,3,5.759857139032719,5.422777603411116,10.0,0.0,0.0,0.0
29,4,8.305590109805424,2.2259186241597324,10.0,0.0,0.0,0.0
