,b_1,b_2,m,v_1,v_2,t,id
35,6.595721219010607,6.937105504199761,10.0,-0.20668525135605106,-0.2196337125441076,0.1,5.0
36,4.276330886447419,3.9534003431807263,10.0,0.06774600642936349,0.21448244406383604,0.1,6.0
37,2.925147010678477,5.24912695032368,10.0,0.03675593143445292,0.08062916345484462,0.1,7.0
38,5.897861204741813,2.5879785126816723,10.0,-0.01575162915411846,0.04382991988418261,0.1,8.0
39,6.508408768021414,4.452655009138912,10.0,-0.13407303634938292,0.0765836181025139,0.1,9.0
40,0.8170151720224933,3.2903886292497977,10.0,0.09907710795073219,-0.0004072443093554472,0.1,10.0
41,2.4865170045648126,3.3017608269971803,10.0,-0.016051998224164737,-0.06219395848801732,0.1,11.0
42,2.4206042730426,6.73439688818589,10.0,-0.16513540175144215,-0.13359412908725243,0.1,12.0
43,2.8059688532520446,1.716591719792508,10.0,0.05279379145626983,-0.34735093586487276,0.1,13.0
44,4.472488730806091,6.432961402022774,10.0,0.35476679859660754,-0.4107146040164805,0.1,14.0
45,2.9625289332598195,0.6662812448281934,10.0,-0.07242339472561302,0.9088315349582594,0.2,0.0
46,4.954057028324852,5.1947759039041985,10.0,0.1599108414391123,0.5996279027752136,0.2,1.0
47,4.9326379253309565,0.3521036840640602,10.0,-0.06846158491119192,0.0393482141159396,0.2,2.0
48,1.0358307608718176,6.695919748766103,10.0,0.49543256896344257,-0.005064149734089602,0.2,3.0
49,5.674675889915199,5.933681572429451,10.0,-0.6648135769807861,-0.03243040693461172,0.2,4.0
50,6.59157716894963,6.932709421496835,10.0,-0.4144050060976606,-0.4396082702926166,0.2,5.0
51,4.277684822989423,3.957687268480917,10.0,0.1353936542003799,0.4286925300190545,0.2,6.0
52,2.9258799938568925,5.250745846712354,10.0,0.0732983178415081,0.161889638867392,0.2,7.0
53,5.897546394966019,2.588855109021256,10.0,-0.03148097757934506,0.08765963395837054,0.2,8.0
54,6.505723640343691,4.454188961367321,10.0,-0.26851276777226757,0.15339522284091325,0.2,9.0
55,0.8189999579268712,3.290380271945926,10.0,0.19847859043779184,-0.0008357303871498565,0.2,10.0
56,2.486187946317045,3.3005256393852354,10.0,-0.03290582477676647,-0.12351876119451163,0.2,11.0
57,2.4172660259299317,6.731721208317649,10.0,-0.33382471126683755,-0.26756798682416216,0.2,12.0
58,2.8070028288630713,1.7098056689931986,10.0,0.10339756110266662,-0.6786050799309462,0.2,13.0
59,4.479697893907347,6.424643259100403,10.0,0.7209163101255672,-0.831814292237055,0.2,14.0
60,2.961521448760807,0.6793485993195175,10.0,-0.10074844990124956,1.3067354491324092,0.30000000000000004,0.0
61,4.955902662544787,5.203467701004507,10.0,0.1845634219934694,0.8691797100308416,0.30000000000000004,1.0
62,4.931611671263678,0.3526956084852325,10.0,-0.10262540672789147,0.05919244211723172,0.30000000000000004,2.0
63,1.0433545712808923,6.695839995137448,10.0,0.7523810409074648,-0.0079753628655028,0.30000000000000004,3.0
64,5.665013211027873,5.933777558344315,10.0,-0.9662678887326519,0.009598591486317913,0.30000000000000004,4.0
65,6.585333458348194,6.926105199337367,10.0,-0.6243710601435634,-0.6604222159467885,0.30000000000000004,5.0
66,4.279713809328049,3.9641123383801107,10.0,0.2028986338626193,0.6425069899193583,0.30000000000000004,6.0
67,2.9269741055814134,5.253189850148248,10.0,0.10941117245210807,0.24440034358936802,0.30000000000000004,7.0
68,5.897074730063176,2.590169993660253,10.0,-0.04716649028433052,0.13148846389969468,0.30000000000000004,8.0
69,6.501687295658006,4.456495165098459,10.0,-0.40363446856849833,0.23062037311378936,0.30000000000000004,9.0
70,0.8219853462633915,3.2903671923430506,10.0,0.29853883365203404,-0.0013079602875292402,0.30000000000000004,10.0
71,2.485674466584417,3.298693710422604,10.0,-0.051347973262826696,-0.18319289626315027,0.30000000000000004,11.0
72,2.4121678930920614,6.727698372811139,10.0,-0.5098132837870136,-0.4022835506510273,0.30000000000000004,12.0
73,2.808478585252473,1.700164228573965,10.0,0.14757563894016723,-0.9641440419233623,0.30000000000000004,13.0
74,4.490803956703349,6.4118992957468866,10.0,1.1106062796001628,-1.2743963353516505,0.30000000000000004,14.0
75,2.960391152878688,0.6952854454547864,10.0,-0.11302958821192816,1.5936846135268865,0.4,0.0
76,4.957192285569315,5.214363797265728,10.0,0.12896230245282428,1.089609626122069,0.4,1.0
77,4.93024450672469,0.3534878951621978,10.0,-0.13671645389880846,0.07922866769652717,0.4,2.0
78,1.053564819222315,6.6957260329722015,10.0,1.0210247941422832,-0.011396216524715317,0.4,3.0
79,5.6528281973990895,5.935140884475649,10.0,-1.2185013628783004,0.13633261313340808,0.4,4.0
80,6.576951364778172,6.917275792404395,10.0,-0.838209357002208,-0.882940693297256,0.4,5.0
81,4.282417253098842,3.9726737819124276,10.0,0.27034437707928444,0.8561443532317135,0.4,6.0
82,2.9284228643258587,5.25647737879013,10.0,0.1448758744445513,0.328752864188276,0.4,7.0
83,5.896446848956023,2.591923143463951,10.0,-0.06278811071530993,0.1753149803697893,0.4,8.0
84,6.496290895637834,4.459578665810631,10.0,-0.5396400020172212,0.30835007121725894,0.4,9.0
85,0.8259814837938144,3.2903486957101085,10.0,0.39961375304229313,-0.0018496632942201678,0.4,10.0
86,2.4849531935972653,3.296287266510671,10.0,-0.0721272987151439,-0.24064439119330272,0.4,11.0
87,2.4051954107283446,6.722317747300747,10.0,-0.6972482363716686,-0.5380625510391899,0.4,12.0
88,2.810239555183667,1.6887470661607864,10.0,0.17609699311941882,-1.141716241317863,0.4,13.0
89,4.506177379858649,6.394391215418692,10.0,1.5373423155299335,-1.7508080328193816,0.4,14.0
90,2.9594785112334496,0.7117973594948557,10.0,-0.09126416452384747,1.651191404006919,0.5,0.0
91,4.956692253757709,5.226655643677004,10.0,-0.05000318116055205,1.2291846411276364,0.5,1.0
92,4.92853717727913,0.3544828456900316,10.0,-0.17073294455591034,0.09949505278337833,0.5,2.0
93,1.0666282764315869,6.695570038100131,10.0,1.3063457209271805,-0.015599487207005262,0.5,3.0
94,5.638921922655279,5.939079690290562,10.0,-1.3906274743810418,0.3938805814913281,0.5,4.0
95,6.566368170185121,6.906188770804977,10.0,-1.0583194593051777,-1.1087021599417022,0.5,5.0
96,4.285797752702725,3.983378153494577,10.0,0.3380499603882392,1.0704371582149634,0.5,6.0
97,2.930217614329739,5.2606322937617955,10.0,0.17947500038803818,0.4154914971665372,0.5,7.0
98,5.8956635682331715,2.594114514640424,10.0,-0.0783280722850952,0.21913711764731453,0.5,8.0
99,6.489525505968326,4.463443789937154,10.0,-0.6765389669507704,0.3865124126522309,0.5,9.0
100,0.8310024405274405,3.290323761451389,10.0,0.5020956733626175,-0.002493425871944374,0.5,10.0
101,2.4839940225729373,3.2933301765279372,10.0,-0.09591710243279608,-0.2957089982733674,0.5,11.0
102,2.3961861681827346,6.715566214431373,10.0,-0.9009242545610197,-0.6751532869374355,0.5,12.0
103,2.8119494043106084,1.6778151360883151,10.0,0.1709849126940976,-1.0931930072471365,0.5,13.0
104,4.526334423382609,6.371646420422575,10.0,2.015704352396038,-2.274479499611717,0.5,14.0
105,2.959376240450063,0.7249806112835313,10.0,-0.01022707833865677,1.3183251788675654,0.6,0.0
106,4.9528366219350115,5.2393023764286095,10.0,-0.38556318226979935,1.264673275160491,0.6,1.0
107,4.926490032815061,0.3556828071202304,10.0,-0.20471444640691516,0.11999614301988737,0.6,2.0
108,1.082771797614585,6.695360309698212,10.0,1.6143521182998106,-0.02097284019190631,0.6,3.0
109,5.624333351923254,5.94726697276065,10.0,-1.4588570732024777,0.8187282470087943,0.6,4.0
110,6.553484163905507,6.892785449091336,10.0,-1.288400627961428,-1.3403321713642107,0.6,5.0
111,4.28986480334067,3.996249962072022,10.0,0.40670506379457255,1.2871808577445136,0.6,6.0
112,2.9323476074177246,5.2656831598981,10.0,0.2129993087985612,0.505086613630438,0.6,7.0
113,5.894725853598439,2.596744042576394,10.0,-0.09377146347320375,0.26295279359704843,0.6,8.0
114,6.481384881337504,4.46809173767441,10.0,-0.814062463082292,0.4647947737255652,0.6,9.0
115,0.837066776115277,3.2902909098706616,10.0,0.6064335587836475,-0.0032851580727398847,0.6,10.0
116,2.48276149369351,3.289840711114836,10.0,-0.12325288794271853,-0.3489465413101435,0.6,11.0
117,2.384920466954001,6.70742943273128,10.0,-1.1265701228733627,-0.8136781700093413,0.6,12.0
118,2.8130185845857585,1.6712430698929204,10.0,0.10691802751499242,-0.657206619539467,0.6,13.0
119,4.551914536066202,6.34307325659991,10.0,2.55801126835927,-2.857316382266495,0.6,14.0
120,2.960749365954236,0.7305711091614755,10.0,0.13731255041727028,0.5590497877944167,0.7,0.0
121,4.9442394881778435,5.25146364518819,10.0,-0.8597133757167579,1.2161268759580968,0.7,1.0
122,4.92410226882687,0.3570896550234396,10.0,-0.23877639881916998,0.14068479032091769,0.7,2.0
123,1.1022957326744833,6.69507942717622,10.0,1.9523935059898379,-0.028088252199133232,0.7,3.0
124,5.6099991908188915,5.96119156093497,10.0,-1.433416110436246,1.3924588174320367,0.7,4.0
125,6.538143353715137,6.876966006820611,10.0,-1.5340810190370333,-1.5819442270724802,0.7,5.0
126,4.29463948461993,4.011344406812764,10.0,0.4774681279259509,1.5094444740741557,0.7,6.0
127,2.934800099345147,5.271662191184177,10.0,0.24524919274223916,0.5979031286077223,0.7,7.0
128,5.893634794254784,2.5998116497853094,10.0,-0.1091059343655168,0.30676072089153816,0.7,8.0
129,6.471868709776022,4.473517728127501,10.0,-0.951617156148164,0.5425990453090823,0.7,9.0
130,0.8441983533335746,3.2902479774957993,10.0,0.7131577218297578,-0.004293237486211094,0.7,10.0
131,2.481216950018717,3.285820370041974,10.0,-0.15445436747933494,-0.40203410728618555,0.7,11.0
132,2.3711091075658732,6.69789394086512,10.0,-1.3811359388127868,-0.9535491866159881,0.7,12.0
133,2.8127824374329946,1.673282467474584,10.0,-0.02361471527637042,0.2039397581663699,0.7,13.0
134,4.583517875238066,6.308082672720967,10.0,3.1603339171863247,-3.4990583878943378,0.7,14.0
135,2.9637518992748664,0.72771169262019,10.0,0.30025333206300964,-0.28594165412855077,0.7999999999999999,0.0
136,4.930534853802096,5.262979414259175,10.0,-1.3704634375747027,1.1515769070985007,0.7999999999999999,1.0
137,4.921371020291456,0.3587042629305161,10.0,-0.2731248535412981,0.16146079070765085,0.7999999999999999,2.0
138,1.1255885143899476,6.694701341829662,10.0,2.3292781715464295,-0.03780853465583486,0.7999999999999999,3.0
139,5.596606296675215,5.981188994748754,10.0,-1.3392894143676737,1.9997433813783632,0.7999999999999999,4.0
140,6.520109924017633,6.8585740907273465,10.0,-1.8033429697504242,-1.8391916093264662,0.7999999999999999,5.0
141,4.3001584619339335,4.028760085303518,10.0,0.5518977314003143,1.7415678490753683,0.7999999999999999,6.0
142,2.9375602174846853,5.278603934766709,10.0,0.2760118139538474,0.6941743582531626,0.7999999999999999,7.0
143,5.892391596172878,2.603317252732398,10.0,-0.12431980819056845,0.35056029470883976,0.7999999999999999,8.0
144,6.460984941666546,4.479709001344232,10.0,-1.0883768109475775,0.6191273216731263,0.7999999999999999,9.0
145,0.8524273199174066,3.290191837817517,10.0,0.8228966583831961,-0.005613967828240881,0.7999999999999999,10.0
146,2.4793208660142736,3.281241638880712,10.0,-0.18960840044432653,-0.45787311612620313,0.7999999999999999,11.0
147,2.354380327207898,6.686950595566419,10.0,-1.6728780357975017,-1.0943345298700966,0.7999999999999999,12.0
148,2.8110824501573743,1.6848079445165507,10.0,-0.16999872756202083,1.152547704196651,0.7999999999999999,13.0
149,4.621028522746359,6.266582720769404,10.0,3.7510647508292974,-4.149995195156269,0.7999999999999999,14.0
150,2.9678420552909603,0.7199694845690983,10.0,0.4090156016093825,-0.7742208051091756,0.8999999999999999,0.0
151,4.912991700572754,5.273502510009144,10.0,-1.7543153229341986,1.0523095749968785,0.8999999999999999,1.0
152,4.918291033545263,0.36052639601515624,10.0,-0.3079986746192775,0.18221330846401496,0.8999999999999999,2.0
153,1.1531327095534505,6.694187005567752,10.0,2.754419516350285,-0.05143362619093751,0.8999999999999999,3.0
154,5.586446738909478,6.005581373807701,10.0,-1.0159557765736182,2.4392379058946236,0.8999999999999999,4.0
155,6.499046936683448,6.8373868064465695,10.0,-2.106298733418436,-2.1187284280776777,0.8999999999999999,5.0
156,4.306475394392125,4.048646872457251,10.0,0.6316932458191805,1.9886787153733165,0.8999999999999999,6.0
157,2.940610312578161,5.286543982679759,10.0,0.3050095093475946,0.7940047913050162,0.8999999999999999,7.0
158,5.890997604873292,2.6072607590039016,10.0,-0.13939912995861256,0.39435062715037944,0.8999999999999999,8.0
159,6.4487488871373895,4.486646169158635,10.0,-1.2236054529157285,0.6937167814402724,0.8999999999999999,9.0
160,0.8617909827967696,3.29011821430927,10.0,0.9363662879362991,-0.007362350824685291,0.8999999999999999,10.0
161,2.477033486708045,3.2760433202467376,10.0,-0.2287379306228363,-0.5198318633974265,0.8999999999999999,11.0
162,2.334275702387512,6.674599901550703,10.0,-2.0104624820386134,-1.235069401571544,0.8999999999999999,12.0
163,2.8084499836157226,1.7023047899820176,10.0,-0.2632466541651649,1.7496845465466933,0.8999999999999999,13.0
164,4.661163682708197,6.2207072230094065,10.0,4.013515996183744,-4.587549775999746,0.8999999999999999,14.0
165,2.9723400601397434,0.7116666359820097,10.0,0.44980048487832475,-0.8302848587088519,0.9999999999999999,0.0
166,4.894979418375561,5.278159675028853,10.0,-1.8012282197193585,0.4657165019708738,0.9999999999999999,1.0
167,4.914855221696968,0.3625551493606037,10.0,-0.3435811848295714,0.2028753345447442,0.9999999999999999,2.0
168,1.1854642172106602,6.69347898380991,10.0,3.2331507657209704,-0.07080217578425123,0.9999999999999999,3.0
169,5.589495515702435,6.030249807363031,10.0,0.30487767929570886,2.466843355533052,0.9999999999999999,4.0
170,6.474503894677617,6.81310678721183,10.0,-2.454304200583092,-2.4280019234739334,0.9999999999999999,5.0
171,4.313663095883132,4.071211230013825,10.0,0.7187701491007076,2.25643575565737,0.9999999999999999,6.0
172,2.943929235350406,5.295518470766722,10.0,0.3318922772244949,0.8974488086962683,0.9999999999999999,7.0
173,5.889454336472417,2.6116421236032217,10.0,-0.15432684008754594,0.4381364599319875,0.9999999999999999,8.0
174,6.435176236567175,4.49431149632068,10.0,-1.3572650570214218,0.7665327162045265,0.9999999999999999,9.0
175,0.8723344911918867,3.2900216400058224,10.0,1.0543508395117054,-0.00965743034477616,0.9999999999999999,10.0
176,2.4743129553982377,3.270136979204687,10.0,-0.2720531309807389,-0.5906341042050589,0.9999999999999999,11.0
177,2.310293565992385,6.6608589407492556,10.0,-2.3982136395127034,-1.3740960801447806,0.9999999999999999,12.0
178,2.8055490178692604,1.721531171080476,10.0,-0.290096574646227,1.9226381098458267,0.9999999999999999,13.0
179,4.690945949224684,6.179575718312177,10.0,2.9782266516487477,-4.113150469722995,0.9999999999999999,14.0
180,2.9767889021521765,0.7056358002473169,10.0,0.4448842012433256,-0.6030835734692866,1.0999999999999999,0.0
181,4.881927345850015,5.262749430471987,10.0,-1.3052072525545388,-1.541024455686585,1.0999999999999999,1.0
182,4.911055477489568,0.3647895205606022,10.0,-0.37997442073995946,0.22343711999985483,1.0999999999999999,2.0
183,1.222937943879591,6.692501433259877,10.0,3.7473726668930896,-0.09775505500331533,1.0999999999999999,3.0
184,5.620606673205265,6.051302548213097,10.0,3.111115750283067,2.105274085006559,1.0999999999999999,4.0
185,6.445932207034741,6.785339462243003,10.0,-2.8571687642875703,-2.7767324968827123,1.0999999999999999,5.0
186,4.321836357202056,4.096746530611753,10.0,0.817326131892399,2.5535300597928723,1.0999999999999999,6.0
187,2.9474936684569566,5.305565952513783,10.0,0.35644331065506,1.004748174706068,1.0999999999999999,7.0
188,5.887763423442605,2.6164616974817303,10.0,-0.16909130298121672,0.48195738785087283,1.0999999999999999,8.0
189,6.420265699360779,4.502709188140594,10.0,-1.4910537206396348,0.8397691819913922,1.0999999999999999,9.0
190,0.8841116385031887,3.2898954168348777,10.0,1.1777147311302136,-0.012622317094461506,1.0999999999999999,10.0
191,2.471112437685143,3.2634172714802316,10.0,-0.3200517713094588,-0.6719707724455437,1.0999999999999999,11.0
192,2.2821269366038908,6.6457635484719955,10.0,-2.816662938849414,-1.5095392277260358,1.0999999999999999,12.0
193,2.802816614129387,1.7397515972179247,10.0,-0.2732403739873557,1.8220426137448864,1.0999999999999999,13.0
194,4.690521886757204,6.161395411064331,10.0,-0.04240624674800442,-1.8180307247845633,1.0999999999999999,14.0
195,2.980948559953115,0.7033175353263447,10.0,0.41596578009385904,-0.2318264920972179,1.2,0.0
196,4.875592282728044,5.225954611394933,10.0,-0.6335063121971483,-3.6794819077054703,1.2,1.0
197,4.9068832800499615,0.3672288473476281,10.0,-0.41721974396066747,0.24393267870259322,1.2,2.0
198,1.2647318387013513,6.691205230324724,10.0,4.1793894821760285,-0.12962029351532256,1.2,3.0
199,5.666584376976884,6.069821974906794,10.0,4.597770377161888,1.8519426693696341,1.2,4.0
200,6.413069782266799,6.753841589936586,10.0,-3.286242476794211,-3.149787230641737,1.2,5.0
201,4.331231341319613,4.12574009828625,10.0,0.9394984117557302,2.89935676744962,1.2,6.0
202,2.9512796346369825,5.316729954983266,10.0,0.37859661800257366,1.1164002469483283,1.2,7.0
203,5.885926322243086,2.6217210619258813,10.0,-0.1837101199519345,0.5259364444151188,1.2,8.0
204,6.40397249971056,4.511889133922614,10.0,-1.6293199650219536,0.9179945782019926,1.2,9.0
205,0.8971860454543045,3.289731453575361,10.0,1.3074406951115698,-0.01639632595165876,1.2,10.0
206,2.467377446876974,3.2557705647246897,10.0,-0.373499080816917,-0.7646706755541854,1.2,11.0
207,2.250662126817246,6.6293257949229885,10.0,-3.1464809786644543,-1.643775354900697,1.2,12.0
208,2.800469749851281,1.7556306025246708,10.0,-0.23468642781056737,1.5879005306746177,1.2,13.0
209,4.671381924166366,6.166116354710375,10.0,-1.9139962590837936,0.47209436460438736,1.2,14.0
210,2.984705136331768,0.7053566624971161,10.0,0.37565763786530526,0.20391271707715297,1.3,0.0
211,4.872613114249282,5.182323694862415,10.0,-0.297916847876122,-4.363091653251812,1.3,1.0
212,4.902330065389998,0.36987307404052294,10.0,-0.45532146599628,0.2644226692894839,1.3,2.0
213,1.3050662002033708,6.689863531909407,10.0,4.033436150201941,-0.13416984153167824,1.3,3.0
214,5.710427966333442,6.084907482592528,10.0,4.384358935655815,1.508550768573452,1.3,4.0
215,6.378588786087652,6.720972470538322,10.0,-3.4480996179147367,-3.2869119398264406,1.3,5.0
216,4.342251339970019,4.158906141309071,10.0,1.1019998650405856,3.316604302282093,1.3,6.0
217,2.955253665662638,5.329054803475988,10.0,0.3974031025655124,1.2324848492721712,1.3,7.0
218,5.8839441828965695,2.6274231569489426,10.0,-0.19821393465165194,0.5702095023061418,1.3,8.0
219,6.386204866813555,4.521934231617705,10.0,-1.776763289700415,1.0045097695090652,1.3,9.0
220,0.9116328129008004,3.2895199305461467,10.0,1.444676744649603,-0.021152302921435575,1.3,10.0
221,2.4630431759763183,3.2470808317023425,10.0,-0.433427090065561,-0.8689733022347176,1.3,11.0
222,2.2217556036262063,6.6112389847579225,10.0,-2.8906523191039986,-1.8086810165066098,1.3,12.0
223,2.7985968630089446,1.7686304451420676,10.0,-0.18728868423363962,1.2999842617396733,1.3,13.0
224,4.6508834323020025,6.17693936687261,10.0,-2.049849186436354,1.0823012162234624,1.3,14.0
225,2.9880063704775406,0.7120100556963218,10.0,0.3301234145772327,0.6653393199205684,1.4000000000000001,0.0
226,4.870326336735461,5.13895770488571,10.0,-0.22867775138210236,-4.3365989976704835,1.4000000000000001,1.0
227,4.897387458172645,0.37272289415129595,10.0,-0.4942607217353484,0.2849820110773029,1.4000000000000001,2.0
228,1.3242813983844046,6.690187276217106,10.0,1.9215198181033784,0.03237443076984567,1.4000000000000001,3.0
229,5.732798857796247,6.082598162152659,10.0,2.237089146280518,-0.23093204398685296,1.4000000000000001,4.0
230,6.358050943428386,6.7015272675421285,10.0,-2.0537842659265917,-1.9445202996193423,1.4000000000000001,5.0
231,4.355338343536035,4.19691705011124,10.0,1.3087003566015372,3.80109088021684,1.4000000000000001,6.0
232,2.959368528930284,5.34259825594885,10.0,0.4114863267646399,1.3543452472862283,1.4000000000000001,7.0
233,5.881818115346222,2.6335714693025296,10.0,-0.21260675503474433,0.6148312353586898,1.4000000000000001,8.0
234,6.366837066392342,4.532943047892147,10.0,-1.9367800421214085,1.100881627444118,1.4000000000000001,9.0
235,0.9275407380521232,3.2892487752624007,10.0,1.5907925151322782,-0.027115528374599282,1.4000000000000001,10.0
236,2.4580315691753905,3.2372336359421308,10.0,-0.501160680092801,-0.9847195760211899,1.4000000000000001,11.0
237,2.2151565134973703,6.589745672668026,10.0,-0.6599090128835772,-2.149331208989645,1.4000000000000001,12.0
238,2.79722266006341,1.77859952922295,10.0,-0.13742029455347413,0.9969084080882318,1.4000000000000001,13.0
239,4.635132311764707,6.185164011817612,10.0,-1.5751120537295327,0.8224644945002894,1.4000000000000001,14.0
240,2.9908297226946714,0.7233441922470535,10.0,0.2823352217130856,1.1334136550731688,1.5000000000000002,0.0
241,4.867963137718056,5.098342277965333,10.0,-0.23631990174049627,-4.0615426920377224,1.5000000000000002,1.0
242,4.892047444022607,0.3757798404762082,10.0,-0.5340014150038028,0.3056946324912291,1.5000000000000002,2.0
243,1.3082540903316329,6.69433687095831,10.0,-1.602730805277167,0.41495947412036793,1.5000000000000002,3.0
244,5.712628673766645,6.042124701817002,10.0,-2.0170184029602782,-4.047346033565676,1.5000000000000002,4.0
245,6.372253493246517,6.716653415057113,10.0,1.4202549818131365,1.512614751498459,1.5000000000000002,5.0
246,4.370451557343451,4.239461082067538,10.0,1.5113213807415562,4.254403195629799,1.5000000000000002,6.0
247,2.963547124002682,5.357503016072038,10.0,0.4178595072398098,1.490476012318825,1.5000000000000002,7.0
248,5.879549280229931,2.6401696375181585,10.0,-0.22688351162912826,0.6598168215628962,1.5000000000000002,8.0
249,6.3456992298276695,4.545033974494149,10.0,-2.1137836564672456,1.2090926602002388,1.5000000000000002,9.0
250,0.9450152376536506,3.2889028693411624,10.0,1.747449960152732,-0.034590592123824614,1.5000000000000002,10.0
251,2.452248359364282,3.2261191484211382,10.0,-0.57832098111086,-1.111448752099238,1.5000000000000002,11.0
252,2.2451133569782966,6.562551951415104,10.0,2.9956843480926243,-2.7193721252921454,1.5000000000000002,12.0
253,2.7963401388986537,1.7855725388183925,10.0,-0.08825211647562756,0.6973009595442465,1.5000000000000002,13.0
254,4.625356365673824,6.1881292921444055,10.0,-0.9775946090883335,0.29652803267937977,1.5000000000000002,14.0
255,2.9931731552419625,0.7392944021908845,10.0,0.2343432547291285,1.5950209943830993,1.6000000000000003,0.0
256,4.868274925501648,5.065857179967715,10.0,0.0311787783592109,-3.2485097997618695,1.6000000000000003,1.0
257,4.886302523046095,0.37904634650567637,10.0,-0.5744920976511634,0.32665060294681686,1.6000000000000003,2.0
258,1.2815263506322045,6.699854611803751,10.0,-2.672773969942824,0.5517740845441629,1.6000000000000003,3.0
259,5.677126390840646,5.989997248848471,10.0,-3.550228292599794,-5.212745296853036,1.6000000000000003,4.0
260,6.394096668958146,6.739766643604257,10.0,2.184317571162874,2.3113228547144233,1.6000000000000003,5.0
261,4.3849926444284515,4.281819358740711,10.0,1.454108708500125,4.235827667317336,1.6000000000000003,6.0
262,2.967647775142804,5.374095998050397,10.0,0.41006511401220097,1.659298197835843,1.6000000000000003,7.0
263,5.877138674743835,2.647221442018433,10.0,-0.24106054860963944,0.7051804500274677,1.6000000000000003,8.0
264,6.322541039146582,4.558373791849298,10.0,-2.3158190681087354,1.333981735514909,1.6000000000000003,9.0
265,0.9641822528040791,3.2884629636504696,10.0,1.9167015150428477,-0.04399056906925443,1.6000000000000003,10.0
266,2.44558005001799,3.2136347975004496,10.0,-0.6668309346292083,-1.24843509206885,1.6000000000000003,11.0
267,2.287285859726335,6.531794612437121,10.0,4.2172502748038205,-3.0757338977982833,1.6000000000000003,12.0
268,2.7959197678834733,1.7897099732119173,10.0,-0.04203710151803142,0.41374343935247715,1.6000000000000003,13.0
269,4.621509133638316,6.185095438433553,10.0,-0.38472320355080725,-0.3033853710852371,1.6000000000000003,14.0
270,2.9950650567141612,0.7596184702274695,10.0,0.18919014721989283,2.032406803658502,1.7000000000000004,0.0
271,4.882213420406166,5.058746690860085,10.0,1.3938494904517538,-0.7110489107629872,1.7000000000000004,1.0
272,4.880145849989786,0.3825257726277237,10.0,-0.6156673056309238,0.34794261220473155,1.7000000000000004,2.0
273,1.2569259272474138,6.704892768489537,10.0,-2.460042338479071,0.5038156685786213,1.7000000000000004,3.0
274,5.636970571324122,5.936554018667291,10.0,-4.01558195165246,-5.34432301811806,1.7000000000000004,4.0
275,6.413161702632309,6.760129276764353,10.0,1.9065033674163012,2.0362633160095855,1.7000000000000004,5.0
