,b_1,b_2,m,v_1,v_2,t
169,8.685440450612314,2.1394852461540173,10.0,0.06279249997923597,-0.27075997930208473,0.9999999999999999
170,3.477262023701134,6.161495150976316,10.0,2.3240487971937283,-0.8499292065595947,0.9999999999999999
171,5.399213008993719,5.060926553829262,10.0,1.4112174739647154,3.1404509914277847,0.9999999999999999
172,4.996218287166249,4.143345905601627,10.0,0.661506526074463,1.28945439022365,0.9999999999999999
173,8.036327936234606,2.792238418324861,10.0,-2.664765905801401,-0.984268204644529,0.9999999999999999
174,2.011809228342798,5.132475320360759,10.0,0.46553084954816004,0.20929593287513742,0.9999999999999999
175,3.9325374628548,1.249519210078011,10.0,0.1427765607797154,0.02221655897989517,0.9999999999999999
176,6.974624967380205,2.1725083317670255,10.0,2.199904203362288,1.0070111833074642,0.9999999999999999
177,4.733950923504791,5.864723298916095,10.0,-0.052223753964552554,-3.675675653339663,0.9999999999999999
178,4.880232793446835,8.26003180380803,10.0,-0.011318557121310004,-0.2494098689041376,0.9999999999999999
179,5.999877319964473,0.511905356659971,10.0,0.07821185921710459,0.49224747528864243,0.9999999999999999
180,6.352325433255784,5.00025431965945,10.0,-4.828295475354452,-0.15864929796909183,1.0999999999999999
181,0.4388029737689333,3.5499488092010547,10.0,1.079810835934927,-0.5607488526387442,1.0999999999999999
182,7.441482127808826,7.0851989095679615,10.0,-0.16589342917346403,-0.1786891108780849,1.0999999999999999
183,1.66851151393542,2.645634074045091,10.0,-0.8492396831134347,0.7478796574222801,1.0999999999999999
184,8.70017636022004,2.121805656275592,10.0,1.4735909607725726,-1.767958987842537,1.0999999999999999
185,3.503568109606805,6.1517820207014635,10.0,2.6306085905670917,-0.971313027485235,1.0999999999999999
186,5.411240566267286,5.094856265978841,10.0,1.20275572735662,3.39297121495788,1.0999999999999999
187,5.003615612102663,4.157663840470371,10.0,0.7397324936413432,1.431793486874441,1.0999999999999999
188,7.9911499014235226,2.795345302175001,10.0,-4.517803481108331,0.3106883850139912,1.0999999999999999
189,2.0169020476726867,5.1347190593436,10.0,0.5092819329888557,0.22437389828412274,1.0999999999999999
190,3.934112497660752,1.2497551871819137,10.0,0.15750348059519773,0.023597710390256942,1.0999999999999999
191,7.00068206393914,2.184383714418765,10.0,2.6057096558935,1.1875382651739328,1.0999999999999999
192,4.732855098407048,5.825263950550603,10.0,-0.10958250977435671,-3.9459348365492337,1.0999999999999999
193,4.880111129691401,8.257319788882207,10.0,-0.012166375543415282,-0.27120149258229614,1.0999999999999999
194,6.000717192727647,0.5172618865382541,10.0,0.08398727631734468,0.5356529878283179,1.0999999999999999
195,6.313669379317991,4.997229513642654,10.0,-3.865605393779264,-0.3024806016796301,1.2
196,0.45089845648297505,3.5435933880968187,10.0,1.2095482714041745,-0.6355421104236123,1.2
197,7.4396711272141385,7.0832740412044215,10.0,-0.18110005946882696,-0.19248683635398645,1.2
198,1.658922547796482,2.654035692600301,10.0,-0.958896613893815,0.8401618555209862,1.2
199,8.716463053660688,2.1019009109234967,10.0,1.6286693440647846,-1.990474535209502,1.2
200,3.5331679139140317,6.140713857040165,10.0,2.95998043072269,-1.106816366129878,1.2
201,5.411511395113448,5.127742272732391,10.0,0.027082884616193903,3.2886006753550117,1.2
202,5.012687557504497,4.175392282388425,10.0,0.9071945401834985,1.7728441918054076,1.2
203,7.93942984269521,2.798218117659156,10.0,-5.172005872831283,0.28728154841548537,1.2
204,2.0224221595406915,5.137095878376974,10.0,0.5520111868004909,0.23768190333740488,1.2
205,3.935836305502804,1.2500033352598736,10.0,0.17238078420519548,0.024814807795988502,1.2
206,7.031372780734129,2.1985187697996955,10.0,3.0690716794989874,1.4135055380930344,1.2
207,4.7286113941670465,5.786045502287932,10.0,-0.4243704240000876,-3.921844826267114,1.2
208,4.879981811524219,8.254395436822087,10.0,-0.01293181671816282,-0.2924352060119119,1.2
209,6.001606903319601,0.5230337861557772,10.0,0.088971059195424,0.5771899617523164,1.2
210,6.298971156843884,4.990067522420914,10.0,-1.4698222474106513,-0.7161991221739041,1.3
211,0.4644060251945,3.536403745044886,10.0,1.3507568711524969,-0.7189643051932362,1.3
212,7.437707930588955,7.081215275126437,10.0,-0.19631966251837413,-0.20587660779853545,1.3
213,1.648120306979823,2.6634478862726607,10.0,-1.0802240816659134,0.941219367235989,1.3
214,8.729296725009657,2.0843703099220408,10.0,1.2833671348969122,-1.7530601001456172,1.3
215,3.566363508352635,6.128109593837213,10.0,3.3195594438603266,-1.260426320295115,1.3
216,5.392247499314717,5.154686606545831,10.0,-1.9263895798730668,2.6944333813440133,1.3
217,5.023840188554612,4.1975184151391876,10.0,1.115263105011435,2.212613275076241,1.3
218,7.886230231396784,2.796161046163336,10.0,-5.319961129842632,-0.20570714958201575,1.3
219,2.028357963450013,5.1395863644447575,10.0,0.5935803909321538,0.2490486067783403,1.3
220,3.9377105109650006,1.2502618458810286,10.0,0.18742054621963966,0.025851062115500777,1.3
221,7.0666459960582335,2.215031047764229,10.0,3.5273215324104292,1.6512277964533746,1.3
222,4.713972000312497,5.7538699205209065,10.0,-1.4639393854549958,-3.217558176702549,1.3
223,4.8798454954687625,8.251263097741063,10.0,-0.013631605545702693,-0.31323390810236873,1.3
224,6.0025370899978805,0.5292001081656761,10.0,0.09301866782794226,0.6166322009898827,1.3
225,6.302716814696759,4.97868782445858,10.0,0.3745657852874913,-1.1379697962333808,1.4000000000000001
226,0.4794689608868751,3.52827215972261,10.0,1.5062935692375043,-0.8131585322276105,1.4000000000000001
227,7.435593411419667,7.079025397322775,10.0,-0.21145191692878584,-0.2189877803661584,1.4000000000000001
228,1.6359594335987473,2.6739800792032087,10.0,-1.2160873381075559,1.0532192930548094,1.4000000000000001
229,8.737441438095775,2.070096422229826,10.0,0.8144713086117081,-1.427388769221444,1.4000000000000001
230,3.6036334735767994,6.113718513634762,10.0,3.726996522416424,-1.4391080202451891,1.4000000000000001
231,5.373953110743561,5.163446796422304,10.0,-1.8294388571155529,0.8760189876472344,1.4000000000000001
232,5.036943481256717,4.223925399521296,10.0,1.3103292702105525,2.6406984382108973,1.4000000000000001
233,7.836283327654494,2.790643225534511,10.0,-4.994690374229034,-0.5517820628824953,1.4000000000000001
234,2.034696974578728,5.142169683362263,10.0,0.6339011128714896,0.2583318917505497,1.4000000000000001
235,3.9397368804926267,1.2505287221858625,10.0,0.20263695276261912,0.026687630483382956,1.4000000000000001
236,7.103013487625939,2.2315934144433913,10.0,3.636749156770614,1.6562366679162257,1.4000000000000001
237,4.673612280424348,5.741441617835781,10.0,-4.035971988814871,-1.2428302685125345,1.4000000000000001
238,4.879702309508348,8.247925063500617,10.0,-0.014318596041428041,-0.3338034240446275,1.4000000000000001
239,6.003497243928568,0.5357384656123795,10.0,0.0960153930688233,0.6538357446703416,1.4000000000000001
240,6.315009197991577,4.964581640449542,10.0,1.2292383294817926,-1.4106184009038376,1.5000000000000002
241,0.496267993317705,3.519062779986916,10.0,1.6799032430829937,-0.920937973569427,1.5000000000000002
242,7.433329682330707,7.076706476684931,10.0,-0.22637290889601092,-0.23189206378440128,1.5000000000000002
243,1.622257037244831,2.685770092623894,10.0,-1.3702396353916242,1.1790013420685361,1.5000000000000002
244,8.740779249454201,2.058967214413767,10.0,0.33378113584265234,-1.1129207816059135,1.5000000000000002
245,3.645596901725858,6.097249455546184,10.0,4.196342814905857,-1.6469058088578574,1.5000000000000002
246,5.3665412247412405,5.156877603148985,10.0,-0.7411886002320642,-0.6569193273319291,1.5000000000000002
247,5.051132910664011,4.252315930014763,10.0,1.4189429407293774,2.8390530493467288,1.5000000000000002
248,7.806290779094546,2.7944890855690954,10.0,-2.9992548559947787,0.3845860034584654,1.5000000000000002
249,2.0414265894723758,5.144824147306472,10.0,0.6729614893648187,0.26544639442085727,1.5000000000000002
250,3.9419174662889995,1.250801823920625,10.0,0.21805857963729114,0.02731017347626249,1.5000000000000002
251,7.1238981711633365,2.2355182971767737,10.0,2.0884683537396613,0.39248827333823755,1.5000000000000002
252,4.607776644902969,5.747019116447848,10.0,-6.583563552137942,0.5577498612066585,1.5000000000000002
253,4.879551317050827,8.244380554734667,10.0,-0.01509924575208954,-0.3544508765950497,1.5000000000000002
254,6.004477463044769,0.5426285669657062,10.0,0.09802191162006366,0.6890101353326702,1.5000000000000002
255,6.330469667805635,4.9486902415862986,10.0,1.546046981405768,-1.5891398863243362,1.6000000000000003
256,0.5150335339636559,3.508602351660813,10.0,1.8765540645950909,-1.046042832610273,1.6000000000000003
257,7.430919558717545,7.074260209694501,10.0,-0.24101236131618517,-0.24462669904303866,1.6000000000000003
258,1.606780492326392,2.6989934434570055,10.0,-1.5476544918439026,1.3223350833111511,1.6000000000000003
259,8.739479248808216,2.0507754930909567,10.0,-0.13000006459856872,-0.8191721322810511,1.6000000000000003
260,3.6897755628030606,6.079543900263627,10.0,4.4178661077202905,-1.7705555282556669,1.6000000000000003
261,5.361526567154169,5.154557871848672,10.0,-0.501465758707095,-0.23197313003131104,1.6000000000000003
262,5.06405956614542,4.275765376206122,10.0,1.2926655481409268,2.344944619135849,1.6000000000000003
263,7.816668101253889,2.825755554344341,10.0,1.0377322159342395,3.1266468775245766,1.6000000000000003
264,2.0485345069407344,5.147527558902407,10.0,0.7107917468358663,0.2703411595935592,1.6000000000000003
265,3.944255028428912,1.2510790362534856,10.0,0.23375621399126137,0.02772123328605485,1.6000000000000003
266,7.108713660963003,2.2089672810176593,10.0,-1.5184510200333108,-2.65510161591145,1.6000000000000003
267,4.535170993266201,5.756183318513147,10.0,-7.260565163676749,0.9164202065299063,1.6000000000000003
268,4.879390660627343,8.240626634166693,10.0,-0.016065642348386516,-0.3753920567972938,1.6000000000000003
269,6.005475479283777,0.5498645139844394,10.0,0.09980162390075202,0.7235947018733239,1.6000000000000003
270,6.345094712919813,4.931740991564509,10.0,1.4625045114178765,-1.6949250021789353,1.7000000000000004
271,0.5360621624108748,3.4966676684964857,10.0,2.1028628447218853,-1.1934683164327589,1.7000000000000004
272,7.428365614341086,7.071687879848156,10.0,-0.25539443764597375,-0.25723298463448196,1.7000000000000004
273,1.589231018538497,2.713875933951968,10.0,-1.7549473787894998,1.488249049496245,1.7000000000000004
274,8.733804645991233,2.045506528547362,10.0,-0.5674602816982225,-0.5268964543594619,1.7000000000000004
275,3.706285565159242,6.072005286926132,10.0,1.6510002356181452,-0.7538613337496081,1.7000000000000004
276,5.358936547679486,5.170854445610898,10.0,-0.25900194746837557,1.629657376222595,1.7000000000000004
277,5.07258488144028,4.284534320493107,10.0,0.8525315294860176,0.8768944286984752,1.7000000000000004
278,7.840425859905905,2.8630515419174847,10.0,2.375775865201682,3.7295987573143683,1.7000000000000004
279,2.0560103079384815,5.150259021367133,10.0,0.7475800997747295,0.2731462464725458,1.7000000000000004
280,3.946753548135315,1.2513585431383638,10.0,0.2498519706403004,0.02795068848781095,1.7000000000000004
281,7.0841653859433285,2.1733247803990716,10.0,-2.4548275019674883,-3.5642500618587603,1.7000000000000004
282,4.492806585851198,5.75219388047111,10.0,-4.23644074150033,-0.39894380420361153,1.7000000000000004
283,4.879218441355223,8.236660128283711,10.0,-0.0172219272119554,-0.3966505882981667,1.7000000000000004
284,6.006507350877989,0.5574718339746768,10.0,0.10318715942120588,0.7607319990237447,1.7000000000000004
285,6.356167681194004,4.914335953980875,10.0,1.1072968274191113,-1.7405037583633658,1.8000000000000005
286,0.5597370006595292,3.482969983148271,10.0,2.367483824865441,-1.369768534821487,1.8000000000000005
287,7.425669018150597,7.068989982150821,10.0,-0.269659619048885,-0.26978976973342705,1.8000000000000005
288,1.5692233332449945,2.7307093271412053,10.0,-2.000768529350256,1.6833393189237456,1.8000000000000005
289,8.723979465663032,2.043232409246381,10.0,-0.9825180328200778,-0.2274119300981039,1.8000000000000005
290,3.640429438086693,6.097546147424591,10.0,-6.585612707254889,2.554086049845974,1.8000000000000005
291,5.359599492907296,5.204445994454395,10.0,0.06629452278098835,3.3591548843497314,1.8000000000000005
292,5.077442181837235,4.279963572261982,10.0,0.48573003969543627,-0.45707482311247527,1.8000000000000005
293,7.865605551845895,2.8959546181129556,10.0,2.5179691939989692,3.2903076195471064,1.8000000000000005
294,2.06386133622861,5.153014625065296,10.0,0.7851028290128378,0.27556036981627646,1.8000000000000005
295,3.949417724717394,1.2516389124296163,10.0,0.26641765820787683,0.02803692912525813,1.8000000000000005
296,7.0619567304677044,2.13890376806965,10.0,-2.220865547562442,-3.4421012329421417,1.8000000000000005
297,4.536531120627392,5.711515937961296,10.0,4.372453477619414,-4.067794250981429,1.8000000000000005
