,id,b_1,b_2,m,v_1,v_2,t
0,0,2.8957732386622785,8.985035163076505,10.0,0.0,0.0,0.0
1,1,4.441618931690349,9.729878544259417,10.0,0.0,0.0,0.0
2,2,7.666591790389305,3.337964932992488,10.0,0.0,0.0,0.0
3,3,6.207324898512066,5.201983832686957,10.0,0.0,0.0,0.0
4,4,3.194521054709865,5.228964457025177,10.0,0.0,0.0,0.0
5,5,3.5301982690580673,8.009315617350971,10.0,0.0,0.0,0.0
6,6,5.027945546024527,5.572989932007228,10.0,0.0,0.0,0.0
7,7,5.659459365435812,3.592594053724464,10.0,0.0,0.0,0.0
8,8,5.177993746458383,7.9295676514390205,10.0,0.0,0.0,0.0
9,9,0.8303696636779456,5.74873771799984,10.0,0.0,0.0,0.0
10,10,7.574998374693102,6.324720902934346,10.0,0.0,0.0,0.0
11,11,3.6503784057332807,6.313933014358073,10.0,0.0,0.0,0.0
12,12,8.77605083252757,1.8698147576700066,10.0,0.0,0.0,0.0
13,13,4.882752539528336,2.1409179866296544,10.0,0.0,0.0,0.0
14,14,6.044740177581069,6.660076522349831,10.0,0.0,0.0,0.0
15,0,2.8957732386622785,8.985035163076505,10.0,0.0,0.0,0.0
16,1,4.441618931690349,9.729878544259417,10.0,0.0,0.0,0.0
17,2,7.666591790389305,3.337964932992488,10.0,0.0,0.0,0.0
18,3,6.207324898512066,5.201983832686957,10.0,0.0,0.0,0.0
19,4,3.194521054709865,5.228964457025177,10.0,0.0,0.0,0.0
20,5,3.5301982690580673,8.009315617350971,10.0,0.0,0.0,0.0
21,6,5.027945546024527,5.572989932007228,10.0,0.0,0.0,0.0
22,7,5.659459365435812,3.592594053724464,10.0,0.0,0.0,0.0
23,8,5.177993746458383,7.9295676514390205,10.0,0.0,0.0,0.0
24,9,0.8303696636779456,5.74873771799984,10.0,0.0,0.0,0.0
25,10,7.574998374693102,6.324720902934346,10.0,0.0,0.0,0.0
26,11,3.6503784057332807,6.313933014358073,10.0,0.0,0.0,0.0
27,12,8.77605083252757,1.8698147576700066,10.0,0.0,0.0,0.0
28,13,4.882752539528336,2.1409179866296544,10.0,0.0,0.0,0.0
29,14,6.044740177581069,6.660076522349831,10.0,0.0,0.0,0.0
