,id,b_1,b_2,m,v_1,v_2,t
0,0,9.784168529600912,6.153788129395759,10.0,0.0,0.0,0.0
1,1,4.634557609129345,4.0941443089154905,10.0,0.0,0.0,0.0
2,2,5.803383103988296,1.123428245828487,10.0,0.0,0.0,0.0
3,3,3.94181372518921,9.318339126092201,10.0,0.0,0.0,0.0
4,4,4.6892742390401025,5.465405456244991,10.0,0.0,0.0,0.0
5,5,8.671526888593348,7.394835175812078,10.0,0.0,0.0,0.0
6,6,5.343644492852955,2.3860515138413048,10.0,0.0,0.0,0.0
7,7,3.5294911266851985,5.759787376753842,10.0,0.0,0.0,0.0
8,8,3.6017582411510256,4.52862647197616,10.0,0.0,0.0,0.0
9,9,6.346780953845956,3.0143170235552934,10.0,0.0,0.0,0.0
10,10,0.3681949910387816,4.4953768217742915,10.0,0.0,0.0,0.0
11,11,7.909103337668213,5.484414647743332,10.0,0.0,0.0,0.0
12,12,2.0399391871693613,2.8937392945679097,10.0,0.0,0.0,0.0
13,13,4.2597695156430815,0.23701688882017713,10.0,0.0,0.0,0.0
14,14,7.241596007090285,1.6669100786626272,10.0,0.0,0.0,0.0
15,15,2.0124926823580545,6.839640014400677,10.0,0.0,0.0,0.0
16,16,6.323047047903531,6.723626846823188,10.0,0.0,0.0,0.0
17,17,6.557403504074048,8.47121062689951,10.0,0.0,0.0,0.0
18,18,1.005926918222329,2.693863491198498,10.0,0.0,0.0,0.0
19,19,3.141309010201728,2.589469405709327,10.0,0.0,0.0,0.0
20,20,3.7304291027039564,8.293909123646364,10.0,0.0,0.0,0.0
21,21,4.829578185888714,6.592434615562593,10.0,0.0,0.0,0.0
22,22,3.201542017764534,1.4406025857703333,10.0,0.0,0.0,0.0
23,23,6.5599176050286125,9.533908207106432,10.0,0.0,0.0,0.0
24,24,1.2295033033172924,7.516858155740645,10.0,0.0,0.0,0.0
25,0,9.784168529600912,6.153788129395759,10.0,0.0,0.0,0.0
26,1,4.634557609129345,4.0941443089154905,10.0,0.0,0.0,0.0
27,2,5.803383103988296,1.123428245828487,10.0,0.0,0.0,0.0
28,3,3.94181372518921,9.318339126092201,10.0,0.0,0.0,0.0
29,4,4.6892742390401025,5.465405456244991,10.0,0.0,0.0,0.0
30,5,8.671526888593348,7.394835175812078,10.0,0.0,0.0,0.0
31,6,5.343644492852955,2.3860515138413048,10.0,0.0,0.0,0.0
32,7,3.5294911266851985,5.759787376753842,10.0,0.0,0.0,0.0
33,8,3.6017582411510256,4.52862647197616,10.0,0.0,0.0,0.0
34,9,6.346780953845956,3.0143170235552934,10.0,0.0,0.0,0.0
35,10,0.3681949910387816,4.4953768217742915,10.0,0.0,0.0,0.0
36,11,7.909103337668213,5.484414647743332,10.0,0.0,0.0,0.0
37,12,2.0399391871693613,2.8937392945679097,10.0,0.0,0.0,0.0
38,13,4.2597695156430815,0.23701688882017713,10.0,0.0,0.0,0.0
39,14,7.241596007090285,1.6669100786626272,10.0,0.0,0.0,0.0
40,15,2.0124926823580545,6.839640014400677,10.0,0.0,0.0,0.0
41,16,6.323047047903531,6.723626846823188,10.0,0.0,0.0,0.0
42,17,6.557403504074048,8.47121062689951,10.0,0.0,0.0,0.0
43,18,1.005926918222329,2.693863491198498,10.0,0.0,0.0,0.0
44,19,3.141309010201728,2.589469405709327,10.0,0.0,0.0,0.0
45,20,3.7304291027039564,8.293909123646364,10.0,0.0,0.0,0.0
46,21,4.829578185888714,6.592434615562593,10.0,0.0,0.0,0.0
47,22,3.201542017764534,1.4406025857703333,10.0,0.0,0.0,0.0
48,23,6.5599176050286125,9.533908207106432,10.0,0.0,0.0,0.0
49,24,1.2295033033172924,7.516858155740645,10.0,0.0,0.0,0.0
50,0,9.783244444715779,6.15434080375061,10.0,-0.09240848851324435,0.05526743548516166,0.1
51,1,4.630132967585728,4.0981665492652715,10.0,-0.4424641543617569,0.40222403497809633,0.1
52,2,5.803189124757002,1.1266447552860983,10.0,-0.019397923129481166,0.32165094576113656,0.1
53,3,3.941177225292841,9.314695774422795,10.0,-0.0636499896368866,-0.36433516694061,0.1
54,4,4.684090711737211,5.4677192988736385,10.0,-0.5183527302891792,0.23138426286474023,0.1
55,5,8.671792925337114,7.3939625958665784,10.0,0.026603674376568492,-0.08725799455000134,0.1
56,6,5.348227949785109,2.3861564124462062,10.0,0.4583456932153829,0.010489860490154764,0.1
57,7,3.5350200933546785,5.755426979420893,10.0,0.552896666947988,-0.43603973329486956,0.1
58,8,3.6075383013139493,4.531713797700751,10.0,0.5780060162923791,0.3087325724590509,0.1
59,9,6.343038897180242,3.0108731558382376,10.0,-0.3742056665713733,-0.3443867717055987,0.1
60,10,0.36850235127328956,4.494949288605027,10.0,0.030736023450795066,-0.04275331692647683,0.1
61,11,7.9091752897598635,5.484921157021957,10.0,0.007195209165040716,0.050650927862503525,0.1
62,12,2.0412447212989253,2.8915384357315026,10.0,0.13055341295640735,-0.2200858836407006,0.1
63,13,4.259588352345233,0.23834238467850402,10.0,-0.018116329784881112,0.13254958583268928,0.1
64,14,7.239399795291172,1.6674060343167505,10.0,-0.21962117991130872,0.049595565412339795,0.1
65,15,2.0107733723966805,6.841374120600922,10.0,-0.17193099613738805,0.17341062002452937,0.1
66,16,6.321576468295846,6.723814556537529,10.0,-0.14705796076850636,0.01877097143413045,0.1
67,17,6.557287403676367,8.474683210541532,10.0,-0.011610039768139372,0.3472583642021656,0.1
68,18,1.009945754344735,2.6949562780681386,10.0,0.40188361224060964,0.10927868696404744,0.1
69,19,3.1370514119440718,2.586321540312051,10.0,-0.42575982576560645,-0.3147865397275809,0.1
70,20,3.731221613707195,8.29696491064247,10.0,0.07925110032384879,0.30557869961078077,0.1
71,21,4.82921105322433,6.587044729322511,10.0,-0.03671326643842744,-0.5389886240081002,0.1
72,22,3.2018553169261685,1.4451744902998762,10.0,0.03132991616344444,0.45719045295428834,0.1
73,23,6.559827128976425,9.52955921384373,10.0,-0.009047605218697526,-0.434899326270177,0.1
74,24,1.2319218954775903,7.5148284477442955,10.0,0.24185921602979718,-0.20297079963498366,0.1
75,0,9.781391686935558,6.155450011018332,10.0,-0.1852757780221015,0.11092072677216767,0.2
76,1,4.621297881708744,4.106257132006454,10.0,-0.88350858769843,0.8090582741182968,0.2
77,2,5.802809937187397,1.133134627471562,10.0,-0.0379187569604561,0.6489872185463554,0.2
78,3,3.9399735074929185,9.307744179631156,10.0,-0.12037177999223933,-0.695159479163861,0.2
79,4,4.673580584823868,5.472311355399017,10.0,-1.0510126913343267,0.4592056525378978,0.2
80,5,8.672329250745973,7.392212506135065,10.0,0.0536325408860131,-0.17500897315131855,0.2
81,6,5.357485832915985,2.3863585168747456,10.0,0.925788313087555,0.02021044285394971,0.2
82,7,3.546251076923811,5.746599025050512,10.0,1.1230983569132662,-0.8827954370380964,0.2
83,8,3.6191142679652573,4.538033789987878,10.0,1.1575966651307832,0.6319992287127104,0.2
84,9,6.335492729643901,3.0039192537977284,10.0,-0.7546167536341192,-0.695390204050922,0.2
85,10,0.36911727734527977,4.494094636714177,10.0,0.06149260719901911,-0.08546518908499212,0.2
86,11,7.909321305342185,5.485934911150466,10.0,0.014601558232086566,0.10137541285081295,0.2
87,12,2.044007839806354,2.8871471426507136,10.0,0.2763118507428741,-0.4391293080789101,0.2
88,13,4.259230705078202,0.2409880075048779,10.0,-0.03576472670315385,0.26456228263738624,0.2
89,14,7.234981596475063,1.6684027918979742,10.0,-0.441819881610939,0.09967575812237328,0.2
90,15,2.007587097200056,6.844620503283664,10.0,-0.31862751966243175,0.3246382682741493,0.2
91,16,6.318631075721261,6.724178285845701,10.0,-0.2945392574584932,0.03637293081723208,0.2
92,17,6.557055323705103,8.481372171425797,10.0,-0.023207997126402008,0.6688960884265265,0.2
93,18,1.0178592528739365,2.697105819392903,10.0,0.7913498529201607,0.2149541324764409,0.2
94,19,3.128530350137664,2.5799931830809943,10.0,-0.8521061806407776,-0.6328357231056543,0.2
95,20,3.7327351081149542,8.302747052436466,10.0,0.1513494407759433,0.5782141793994537,0.2
96,21,4.828431742158536,6.57623132754403,10.0,-0.07793110657943007,-1.0813401778481504,0.2
97,22,3.2024443448920916,1.4543698306300605,10.0,0.058902796592291654,0.9195340330184265,0.2
98,23,6.559646580026007,9.521125080584273,10.0,-0.018054895041880195,-0.8434133259455641,0.2
99,24,1.236494702591546,7.5109983563407745,10.0,0.457280711395573,-0.38300914035210804,0.2
100,0,9.778600959745788,6.15712358071993,10.0,-0.27907271897712904,0.16735697015979556,0.30000000000000004
101,1,4.608178754550129,4.11846856697342,10.0,-1.3119127158614505,1.22114349669666,0.30000000000000004
102,2,5.802264134330892,1.143014991450818,10.0,-0.05458028565046524,0.9880363979256266,0.30000000000000004
103,3,3.938366801319777,9.298279547496795,10.0,-0.16067061731414314,-0.9464632134360085,0.30000000000000004
104,4,4.657482682076952,5.479051695867174,10.0,-1.609790274691536,0.6740340468156524,0.30000000000000004
105,5,8.67314443469707,7.389574911041805,10.0,0.08151839510965989,-0.26375950932601416,0.30000000000000004
106,6,5.371579572959925,2.3866285786937778,10.0,1.4093740043940366,0.027006181903231175,0.30000000000000004
107,7,3.5634989775356405,5.73310173407471,10.0,1.7247900611829254,-1.349729097580181,0.30000000000000004
108,8,3.6364231829956366,4.5479252526233775,10.0,1.7308915030379493,0.9891462635499566,0.30000000000000004
109,9,6.324038962519878,2.993333938929333,10.0,-1.145376712402339,-1.0585314868395246,0.30000000000000004
110,10,0.37004014487968784,4.492813725442276,10.0,0.09228675344080438,-0.12809112719007554,0.30000000000000004
111,11,7.909545609817436,5.487457402330965,10.0,0.022430447525119582,0.15224911804996585,0.30000000000000004
112,12,2.0485351402141694,2.88059116908986,10.0,0.4527300407815583,-0.6555973560853827,0.30000000000000004
113,13,4.258705882357232,0.24494283957708327,10.0,-0.052482272096977936,0.39548320722053665,0.30000000000000004
114,14,7.228288424865105,1.6699102971736675,10.0,-0.6693171609957905,0.15075052756932586,0.30000000000000004
115,15,2.0035002330941465,6.848883011375062,10.0,-0.40868641059096994,0.42625080913983693,0.30000000000000004
116,16,6.3142032274661295,6.724695375916958,10.0,-0.44278482551314124,0.05170900712568149,0.30000000000000004
117,17,6.556706976495947,8.490613547911437,10.0,-0.03483472091552739,0.9241376485640433,0.30000000000000004
118,18,1.0294007324075722,2.700238390002383,10.0,1.1541479533635648,0.3132570609479821,0.30000000000000004
119,19,3.115750482319738,2.570449849880049,10.0,-1.277986781792575,-0.954333320094527,0.30000000000000004
120,20,3.734801094245299,8.310471177459133,10.0,0.20659861303447033,0.7724125022667587,0.30000000000000004
121,21,4.827150758831638,6.559964979145785,10.0,-0.12809833268972692,-1.626634839824514,0.30000000000000004
122,22,3.2032337375099726,1.4682582848563053,10.0,0.07893926178811608,1.3888454226244786,0.30000000000000004
123,23,6.5593772002733415,9.509284281178445,10.0,-0.02693797526647354,-1.1840799405828144,0.30000000000000004
124,24,1.2426326823155924,7.505878234032718,10.0,0.6137979724046452,-0.5120122308056729,0.30000000000000004
