,id,b_1,b_2,m,v_1,v_2,t
0,0,5.340997819818168,4.754509583089287,10.0,0.0,0.0,0.0
1,1,6.688887760502681,4.919058785736115,10.0,0.0,0.0,0.0
2,2,4.992314502301608,1.6225210834006827,10.0,0.0,0.0,0.0
3,3,7.997611801906251,5.213457620711757,10.0,0.0,0.0,0.0
4,4,5.700611258829069,2.9692401989086563,10.0,0.0,0.0,0.0
5,5,5.446539159420392,5.930738177647976,10.0,0.0,0.0,0.0
6,6,1.1356664797995935,6.908027350008711,10.0,0.0,0.0,0.0
7,7,1.4936045072257391,4.970966573304618,10.0,0.0,0.0,0.0
8,8,4.2850057560901345,6.822559401177458,10.0,0.0,0.0,0.0
9,9,8.45443575144531,7.2821969055282,10.0,0.0,0.0,0.0
10,10,3.5433537168483125,5.454790869851583,10.0,0.0,0.0,0.0
11,11,2.8870220975307537,9.470656167131558,10.0,0.0,0.0,0.0
12,12,4.442707206124757,8.939333220547086,10.0,0.0,0.0,0.0
13,13,4.583257160973857,3.9366623214241026,10.0,0.0,0.0,0.0
14,14,3.045386194726991,3.3540652889745592,10.0,0.0,0.0,0.0
15,0,5.340997819818168,4.754509583089287,10.0,0.0,0.0,0.0
16,1,6.688887760502681,4.919058785736115,10.0,0.0,0.0,0.0
17,2,4.992314502301608,1.6225210834006827,10.0,0.0,0.0,0.0
18,3,7.997611801906251,5.213457620711757,10.0,0.0,0.0,0.0
19,4,5.700611258829069,2.9692401989086563,10.0,0.0,0.0,0.0
20,5,5.446539159420392,5.930738177647976,10.0,0.0,0.0,0.0
21,6,1.1356664797995935,6.908027350008711,10.0,0.0,0.0,0.0
22,7,1.4936045072257391,4.970966573304618,10.0,0.0,0.0,0.0
23,8,4.2850057560901345,6.822559401177458,10.0,0.0,0.0,0.0
24,9,8.45443575144531,7.2821969055282,10.0,0.0,0.0,0.0
25,10,3.5433537168483125,5.454790869851583,10.0,0.0,0.0,0.0
26,11,2.8870220975307537,9.470656167131558,10.0,0.0,0.0,0.0
27,12,4.442707206124757,8.939333220547086,10.0,0.0,0.0,0.0
28,13,4.583257160973857,3.9366623214241026,10.0,0.0,0.0,0.0
29,14,3.045386194726991,3.3540652889745592,10.0,0.0,0.0,0.0
