,id,b_1,b_2,m,v_1,v_2,t
0,0,17.56827405603025,4.41106944494753,10.0,0.0,0.0,0.0
1,1,12.629390296068232,10.192743540408433,10.0,0.0,0.0,0.0
2,2,18.15335204958769,15.572484908093198,10.0,0.0,0.0,0.0
3,3,12.511295689570288,3.652579129877979,10.0,0.0,0.0,0.0
4,4,9.667439632502084,10.684517661109615,10.0,0.0,0.0,0.0
5,5,8.899649323028205,12.735664797879492,10.0,0.0,0.0,0.0
6,6,11.77248676161185,8.336238614945481,10.0,0.0,0.0,0.0
7,7,5.2832936641647015,5.634673379575774,10.0,0.0,0.0,0.0
8,8,6.074142382616959,2.595488753452404,10.0,0.0,0.0,0.0
9,9,10.044837417540629,9.52809787781346,10.0,0.0,0.0,0.0
10,10,15.369412438451247,10.335448290233634,10.0,0.0,0.0,0.0
11,11,8.939368409641087,7.918228521282185,10.0,0.0,0.0,0.0
12,12,16.04281059137801,8.989122428142853,10.0,0.0,0.0,0.0
13,13,14.890287702321558,6.864585697448561,10.0,0.0,0.0,0.0
14,14,4.7202889770184635,12.431253816591724,10.0,0.0,0.0,0.0
15,15,16.78365656087669,14.453007598953924,10.0,0.0,0.0,0.0
16,16,8.472412593490553,10.887864685092378,10.0,0.0,0.0,0.0
17,17,9.42115057213798,1.8144372230676211,10.0,0.0,0.0,0.0
18,18,12.892795543154536,11.667976577254617,10.0,0.0,0.0,0.0
19,19,11.995233862322237,13.938622457359788,10.0,0.0,0.0,0.0
20,20,11.121513570268164,7.426900912969503,10.0,0.0,0.0,0.0
21,21,15.028249205154147,12.163818009161663,10.0,0.0,0.0,0.0
22,22,13.962022093688343,4.964079336743923,10.0,0.0,0.0,0.0
23,23,12.773391302265878,7.178885292818777,10.0,0.0,0.0,0.0
24,24,15.684392941391824,5.2346811596306475,10.0,0.0,0.0,0.0
25,0,17.56827405603025,4.41106944494753,10.0,0.0,0.0,0.0
26,1,12.629390296068232,10.192743540408433,10.0,0.0,0.0,0.0
27,2,18.15335204958769,15.572484908093198,10.0,0.0,0.0,0.0
28,3,12.511295689570288,3.652579129877979,10.0,0.0,0.0,0.0
29,4,9.667439632502084,10.684517661109615,10.0,0.0,0.0,0.0
30,5,8.899649323028205,12.735664797879492,10.0,0.0,0.0,0.0
31,6,11.77248676161185,8.336238614945481,10.0,0.0,0.0,0.0
32,7,5.2832936641647015,5.634673379575774,10.0,0.0,0.0,0.0
33,8,6.074142382616959,2.595488753452404,10.0,0.0,0.0,0.0
34,9,10.044837417540629,9.52809787781346,10.0,0.0,0.0,0.0
35,10,15.369412438451247,10.335448290233634,10.0,0.0,0.0,0.0
36,11,8.939368409641087,7.918228521282185,10.0,0.0,0.0,0.0
37,12,16.04281059137801,8.989122428142853,10.0,0.0,0.0,0.0
38,13,14.890287702321558,6.864585697448561,10.0,0.0,0.0,0.0
